title,studio,lifetime_gross,mediaType,imdb_ratingCount,imdb_bestRating,imdb_worstRating,imdb_averageRating,contentRating,smallLensRatingCount,smallLensRatingAvg,title_lowercase,genres,releaseYear,releaseMonth,primaryTitle,numVotes,directors,category,primaryName,runtimeMinutes
Rififi,UMPO,460226,movie,36238,10,1,8.1,not rated,2,4.75,rififi (du rififi chez les hommes) (1955),crime|film-noir|thriller,1956,6,Rififi,36200,nm0202088,actor,Jean Servais,118
Alvin and the Chipmunks: Chipwrecked,Fox,133110742,"","","","","","",2,1.0,alvin and the chipmunks: chipwrecked (2011),animation|comedy,"","",Alvin and the Chipmunks: Chipwrecked,38391,nm0593610,actor,Justin Long,87
Heart of a Dog,Abr.,420813,movie,8713,10,1,8.6,pg,1,4.0,heart of a dog (sobachye serdtse) (1988),comedy|drama|sci-fi,1988,11,Heart of a Dog,8686,nm0097541,actor,Evgeniy Evstigneev,136
Constantine,WB,75976178,movie,366234,10,1,7.0,r,35,3.47,constantine (2005),action|fantasy|horror|thriller,2005,2,Constantine,365677,nm1349376,actor,Keanu Reeves,121
Osama,UA,1270904,movie,9433,10,1,7.3,pg-13,1,3.5,osama (2003),drama,2003,6,Osama,9428,nm1383995,actress,Marina Golbahari,83
The Guard,SPC,5360274,movie,93870,10,1,7.3,r,4,3.63,guard  the (2011),comedy|crime,2011,7,The Guard,93777,nm0567620,actor,Brendan Gleeson,96
Terminator 2: Judgment Day,TriS,205881154,movie,1149064,10,1,8.6,r,224,3.97,terminator 2: judgment day (1991),action|sci-fi,1991,7,Terminator 2: Judgment Day,1147464,nm0000116,actor,Arnold Schwarzenegger,137
Little Children,NL,5463019,movie,115311,10,1,7.5,r,4,3.88,little children (2006),drama|romance,2007,2,Little Children,115196,nm0276062,actress,Kate Winslet,137
Pride and Prejudice,Focus,38405088,movie,8995,10,1,7.4,approved,3,3.67,pride and prejudice (1940),comedy|drama|romance,1940,7,Pride and Prejudice,8982,nm0502752,actress,Greer Garson,118
Army of Darkness,Uni.,11502976,movie,191352,10,1,7.4,r,51,4.04,army of darkness (1993),action|adventure|comedy|fantasy|horror,1993,2,Army of Darkness,191029,nm0000600,actor,Bruce Campbell,81
Australia,Fox,49554002,movie,128078,10,1,6.6,pg-13,5,3.2,australia (2008),adventure|drama|war|western,2008,11,Australia,127985,nm0525303,actress,Nicole Kidman,165
Marked for Death,Fox,46044396,movie,23832,10,1,5.9,r,4,1.88,marked for death (1990),action|drama,1990,10,Marked for Death,23812,nm0514546,actor,Steven Seagal,93
What About Bob?,BV,63707829,movie,73332,10,1,7.0,pg,35,3.27,what about bob? (1991),comedy,1991,5,What About Bob?,73233,nm0000568,actor,Bill Murray,99
Piranha 3DD,W/Dim.,376512,movie,44858,10,1,3.8,r,3,2.17,piranha 3dd (a.k.a. piranha dd) (2012),comedy|horror,2012,7,Piranha 3DD,44826,nm0347657,actress,Danielle Panabaker,83
The Waterdance,Gold.,1723319,movie,4158,10,1,6.7,r,2,4.0,waterdance  the (1992),drama,1992,5,The Waterdance,4156,"nm0422791,nm0825790",actor,Eric Stoltz,106
Misery,Col.,61276872,movie,228581,10,1,7.8,r,44,3.84,misery (1990),drama|horror|thriller,1990,11,Misery,227891,nm0001661,actor,James Caan,107
The Fast and the Furious: Tokyo Drift,Uni.,62514415,movie,291930,10,1,6.0,pg-13,11,2.09,fast and the furious: tokyo drift  the (fast and the furious 3  the) (2006),action|crime|drama|thriller,2006,6,The Fast and the Furious: Tokyo Drift,291517,nm0510912,actor,Lucas Black,104
Delivery Man,BV,30664106,movie,82061,10,1,6.3,pg-13,4,2.88,delivery man (2013),comedy,2013,11,Delivery Man,82005,nm0779433,actor,Vince Vaughn,105
Double Dragon,Gram.,2341309,movie,13552,10,1,3.9,pg-13,1,1.0,double dragon (1994),action|adventure|sci-fi,1994,11,Double Dragon,13547,nm0950819,actor,Robert Patrick,96
Gifted,FoxS,24801212,movie,126827,10,1,7.6,pg-13,4,4.13,gifted (2017),drama,2017,4,Gifted,126607,nm1989536,actor,Chris Evans,101
Leap of Faith,Par.,23369283,"","","","","","",3,2.33,leap of faith (1992),comedy|drama,"","",Leap of Faith,13945,nm0669004,actor,Steve Martin,108
Body of Lies,WB,39394666,movie,236295,10,1,7.0,r,11,3.77,body of lies (2008),action|drama|thriller,2008,10,Body of Lies,236014,nm0000631,actor,Leonardo DiCaprio,128
The Boy in the Striped Pajamas,Mira.,9046156,movie,237440,10,1,7.7,pg-13,6,3.42,boy in the striped pajamas  the (boy in the striped pyjamas  the) (2008),drama|war,2008,11,The Boy in the Striped Pajamas,236937,nm0379179,actor,Asa Butterfield,94
Much Ado About Nothing,Gold.,22549338,movie,16998,10,1,7.0,pg-13,1,3.0,much ado about nothing (2012),comedy|drama|romance,2013,6,Much Ado About Nothing,16990,nm0923736,actor,Alexis Denisof,109
Gerry,Think,254683,movie,19499,10,1,6.0,r,3,3.17,gerry (2002),adventure|drama,2002,9,Gerry,19488,nm0001814,actor,Casey Affleck,103
World War Z,Par.,202359711,"","","","","","",19,3.03,world war z (2013),action|drama|horror|imax,"","",World War Z,702490,nm0286975,actor,Brad Pitt,116
A Low Down Dirty Shame,BV,29392418,"","","","","","",4,2.38,low down dirty shame  a (1994),action|comedy,"","",A Low Down Dirty Shame,7664,nm0005540,actor,Keenen Ivory Wayans,108
True Lies,Fox,146282411,movie,274995,10,1,7.3,r,178,3.5,true lies (1994),action|adventure|comedy|romance|thriller,1994,7,True Lies,274660,nm0000116,actor,Arnold Schwarzenegger,141
St. Vincent,Wein.,44137712,movie,107333,10,1,7.2,pg-13,2,3.25,st. vincent (2014),comedy,2014,10,St. Vincent,107238,nm0577647,actor,Bill Murray,102
Escape to Witch Mountain,BV,20000000,"","","","","","",9,3.06,escape to witch mountain (1975),adventure|children|fantasy,"","",Escape to Witch Mountain,11101,nm0396421,actor,Eddie Albert,97
Zombieland,Sony,75590286,movie,607983,10,1,7.6,r,53,3.88,zombieland (2009),action|comedy|horror,2009,10,Zombieland,607086,nm0281508,actor,Jesse Eisenberg,88
Dog Park,NL,250147,movie,2324,10,1,5.2,r,1,2.0,dog park (1998),comedy|romance,1999,9,Dog Park,2324,nm0567126,actress,Natasha Henstridge,91
Hardball,Par.,40222729,movie,32981,10,1,6.4,r,3,2.67,hardball (2001),drama,2001,9,Hardball,32951,nm0005367,actor,Keanu Reeves,106
The Messengers,SGem,35374833,movie,40905,10,1,5.3,pg-13,2,2.5,messengers  the (2007),drama|horror|thriller,2007,2,The Messengers,40892,"nm0659380,nm0161152",actor,Dylan McDermott,90
Tangerine,Magn.,702354,movie,34771,10,1,7.1,r,1,4.5,tangerine (2015),comedy|drama,2015,7,Tangerine,34727,nm0048918,actress,Kitana Kiki Rodriguez,88
Goat,TFA,23020,movie,8055,10,1,5.7,r,1,2.5,goat (2016),drama,2016,9,Goat,8054,nm0624157,actor,Ben Schnetzer,96
Black Mask,Art.,12504289,movie,12131,10,1,6.0,r,2,2.5,black mask (hak hap) (1996),action|adventure|crime|sci-fi|thriller,1999,5,Black Mask,12124,nm0496752,actor,Jet Li,99
Carandiru,SPC,216335,movie,21353,10,1,7.6,r,1,4.5,carandiru (2003),crime|drama,2003,4,Carandiru,21318,nm0002199,actor,Enrique Diaz,145
Out of Time,MGM,41088845,movie,64292,10,1,6.5,pg-13,2,3.5,out of time (2003),crime|drama|thriller,2003,10,Out of Time,64209,nm0002083,actor,Denzel Washington,105
The Hunger,MGM,5979292,movie,28489,10,1,6.6,r,6,3.67,the hunger (1983),horror,1983,4,The Hunger,28438,nm0001716,actress,Catherine Deneuve,97
The Believers,Orion,18753438,movie,7837,10,1,6.1,r,3,3.67,believers  the (1987),horror|thriller,1987,6,The Believers,7814,nm0772259,actor,Martin Sheen,114
Club Dread,FoxS,5001708,movie,31173,10,1,5.6,r,6,2.08,club dread (2004),comedy|horror,2004,2,Club Dread,31156,nm0151540,actor,Jay Chandrasekhar,104
Heart Condition,NL,4134992,movie,3935,10,1,5.5,r,2,3.5,heart condition (1990),comedy,1990,2,Heart Condition,3925,nm0663489,actor,Bob Hoskins,100
"Corrina, Corrina",NL,20164171,movie,13962,10,1,6.6,pg,17,3.18,corrina  corrina (1994),comedy|drama|romance,1994,8,"Corrina, Corrina",13952,nm0625458,actor,Ray Liotta,115
Tequila Sunrise,WB,41292551,movie,33339,10,1,6.0,r,13,3.04,tequila sunrise (1988),action|drama|romance|thriller,1988,12,Tequila Sunrise,33312,nm0001801,actor,Mel Gibson,115
Stardust,Par.,38634938,movie,280936,10,1,7.6,pg-13,34,3.6,stardust (2007),adventure|comedy|fantasy|romance,2007,8,Stardust,280653,nm0891216,actor,Charlie Cox,127
Mighty Aphrodite,Mira.,6468498,movie,42148,10,1,7.0,r,28,3.46,mighty aphrodite (1995),comedy|drama|romance,1995,11,Mighty Aphrodite,42089,nm0000095,actor,Woody Allen,95
Stuck on You,Fox,33832741,movie,54663,10,1,5.8,pg-13,10,2.8,stuck on you (2003),comedy,2003,12,Stuck on You,54646,"nm0125803,nm0268380",actor,Matt Damon,118
Disturbia,P/DW,80209692,movie,244758,10,1,6.8,pg-13,10,3.15,disturbia (2007),drama|thriller,2007,4,Disturbia,244560,nm0142286,actor,Shia LaBeouf,105
Stop-Loss,Par.,10915744,movie,20754,10,1,6.4,r,2,3.25,stop-loss (2008),drama|war,2008,3,Stop-Loss,20744,nm0005303,actor,Ryan Phillippe,112
Shall We Dance?,Mira.,9499091,movie,11505,10,1,7.7,pg,13,3.81,shall we dance? (shall we dansu?) (1996),comedy|drama|romance,1997,7,Shall We Dance?,11488,nm0839397,actor,Kôji Yakusho,136
The Founder,Wein.,12786053,movie,169696,10,1,7.2,pg-13,2,4.25,the founder (2016),drama,2017,1,The Founder,169207,nm0359387,actor,Michael Keaton,115
New Rose Hotel,Lions,21521,movie,5992,10,1,5.1,r,1,1.0,new rose hotel (1998),action|drama,1999,3,New Rose Hotel,5962,nm0001206,actor,Christopher Walken,93
Wonder Wheel,Amazon,1404061,movie,30356,10,1,6.2,pg-13,1,3.0,wonder wheel (2017),drama,2017,12,Wonder Wheel,30315,nm0000095,actor,Justin Timberlake,101
Escape Plan,LG/S,25135965,movie,253967,10,1,6.7,r,4,4.0,escape plan (2013),action|mystery|thriller,2013,10,Escape Plan,253743,nm0405632,actor,Sylvester Stallone,115
Ocean's Eleven,WB,183417150,movie,24650,10,1,6.5,approved,11,3.64,ocean's eleven (a.k.a. ocean's 11) (1960),comedy|crime,1960,8,Ocean's Eleven,24621,nm0587277,actor,Frank Sinatra,127
Bulworth,Fox,26528185,movie,27043,10,1,6.8,r,24,3.27,bulworth (1998),comedy|drama|romance,1998,5,Bulworth,27017,nm0000886,actor,Warren Beatty,108
Toy Story 2,BV,245852179,movie,607877,10,1,7.9,g,97,3.86,toy story 2 (1999),adventure|animation|children|comedy|fantasy,1999,11,Toy Story 2,607112,"nm0005124,nm0105169,nm0881279",actor,Tom Hanks,92
Austin Powers: The Spy Who Shagged Me,NL,206040086,movie,244625,10,1,6.6,pg-13,121,3.2,austin powers: the spy who shagged me (1999),action|adventure|comedy,1999,6,Austin Powers: The Spy Who Shagged Me,244272,nm0005366,actor,Mike Myers,95
Divine Secrets of the Ya-Ya Sisterhood,WB,69599016,movie,20708,10,1,6.1,pg-13,4,3.13,divine secrets of the ya-ya sisterhood (2002),comedy|drama,2002,6,Divine Secrets of the Ya-Ya Sisterhood,20702,nm0451884,actress,Sandra Bullock,116
Wedding Crashers,NL,209255921,movie,370166,10,1,7.0,r,58,3.51,wedding crashers (2005),comedy|romance,2005,7,Wedding Crashers,369821,nm0229694,actor,Owen Wilson,119
A Nightmare on Elm Street 2: Freddy's Revenge,NL,29999213,movie,75920,10,1,5.4,r,10,2.35,nightmare on elm street 2: freddy's revenge  a (1985),horror,1985,11,A Nightmare on Elm Street 2: Freddy's Revenge,75740,nm0794791,actor,Robert Englund,87
Lost Highway,Oct.,3675201,movie,150239,10,1,7.6,r,17,3.26,lost highway (1997),crime|drama|fantasy|film-noir|mystery|romance,1997,1,Lost Highway,150019,nm0000186,actor,Bill Pullman,134
To Gillian on Her 37th Birthday,Sony,4189233,"","","","","","",5,2.4,to gillian on her 37th birthday (1996),drama|romance,"","",To Gillian on Her 37th Birthday,5045,nm0696309,actor,Peter Gallagher,93
Lovers of the Arctic Circle,FL,317422,movie,20039,10,1,7.6,r,2,4.25,lovers of the arctic circle  the (los amantes del círculo polar) (1998),drama|romance,1998,8,Lovers of the Arctic Circle,20027,nm0575523,actress,Najwa Nimri,112
Just Visiting,BV,4781539,movie,19945,10,1,5.7,pg-13,1,2.0,just visiting (2001),comedy|fantasy,2001,4,Just Visiting,19933,nm0688585,actor,Jean Reno,88
Cradle 2 the Grave,WB,34712347,"","","","","","",3,3.5,cradle 2 the grave (2003),action|crime|drama|thriller,"","",Cradle 2 the Grave,46217,nm0005647,actor,Jet Li,101
Canadian Bacon,Gram.,163971,movie,17744,10,1,5.9,pg,11,2.86,canadian bacon (1995),comedy|war,1995,9,Canadian Bacon,17727,nm0601619,actor,John Candy,91
Finding Dory,BV,486295561,movie,295169,10,1,7.2,pg,13,3.58,finding dory (2016),adventure|animation|comedy,2016,6,Finding Dory,294609,"nm0533691,nm0004056",actress,Ellen DeGeneres,97
The Cannonball Run,Fox,72179579,"","","","","","",10,2.75,cannonball run  the (1981),action|comedy,"","",The Cannonball Run,38966,nm0624102,actor,Burt Reynolds,95
First Daughter,Fox,9055921,movie,26229,10,1,5.1,pg,6,3.33,first daughter (2004),comedy|romance,2004,9,First Daughter,26170,nm0001845,actress,Katie Holmes,106
Japanese Story,IDP,647054,movie,6695,10,1,6.8,r,1,3.0,japanese story (2003),drama,2003,9,Japanese Story,6688,nm0112262,actress,Toni Collette,106
True Crime,WB,16649768,movie,37895,10,1,6.6,r,4,2.75,true crime (1999),crime|thriller,1999,3,True Crime,37867,nm0000142,actor,Clint Eastwood,127
Hero,Col.,19507345,movie,186043,10,1,7.9,pg-13,38,3.92,hero (ying xiong) (2002),action|adventure|drama,2004,8,Hero,185921,nm0955443,actor,Jet Li,120
Bedtime Stories,BV,110101975,movie,99860,10,1,6.0,pg,11,3.36,bedtime stories (2008),adventure|children|comedy,2008,12,Bedtime Stories,99768,nm0788202,actor,Adam Sandler,99
A Perfect Getaway,Uni.,15515460,movie,75637,10,1,6.5,r,1,4.0,perfect getaway  a (2009),horror|thriller,2009,8,A Perfect Getaway,75576,nm0878638,actress,Milla Jovovich,98
Frankenstein Unbound,Fox,334748,"","","","","","",1,3.0,frankenstein unbound (1990),drama|horror|sci-fi,"","",Frankenstein Unbound,4041,nm0000339,actor,John Hurt,85
Transporter 2,Fox,43095856,movie,211875,10,1,6.3,r,16,3.22,transporter 2 (2005),action|crime|thriller,2005,9,Transporter 2,211654,nm0504642,actor,Jason Statham,87
Get Shorty,MGM,72101622,movie,87550,10,1,6.9,r,89,3.49,get shorty (1995),comedy|crime|thriller,1995,10,Get Shorty,87427,nm0001756,actor,Gene Hackman,105
Garam Masala,RBF,1007943,movie,16717,10,1,6.7,not rated,1,4.5,garam masala (2005),comedy,2005,11,Garam Masala,16700,nm0698184,actor,Akshay Kumar,146
Bustin' Loose,Uni.,31261269,movie,3638,10,1,6.0,r,1,2.0,bustin' loose (1981),comedy,1981,5,Bustin' Loose,3636,"nm0776317,nm0779641",actor,Richard Pryor,94
Dead Calm,WB,7825009,movie,42925,10,1,6.8,r,12,3.17,dead calm (1989),thriller,1989,4,Dead Calm,42884,nm0637518,actress,Nicole Kidman,96
A Home at the End of the World,WIP,1029872,movie,13908,10,1,6.6,r,1,3.5,a home at the end of the world (2004),drama|romance,2004,10,A Home at the End of the World,13908,nm1555287,actor,Colin Farrell,97
Backdraft,Uni.,77868585,movie,85936,10,1,6.7,r,23,3.3,backdraft (1991),action|drama,1991,5,Backdraft,85747,nm0000165,actor,Kurt Russell,137
Persepolis,SPC,4445756,movie,98605,10,1,8.0,pg-13,11,4.18,persepolis (2007),animation|drama,2008,2,Persepolis,98501,"nm1749112,nm2277869",actress,Chiara Mastroianni,96
Nina's Heavenly Delights,Reg.,9936,movie,2263,10,1,6.3,pg-13,1,4.0,nina's heavenly delights (2006),comedy,2007,11,Nina's Heavenly Delights,2261,nm0663101,actress,Laura Fraser,94
Shin Godzilla,FUN,1918403,movie,31419,10,1,6.8,not rated,1,4.0,shin godzilla (2016),action|adventure|fantasy|sci-fi,2016,7,Shin Godzilla,31210,"nm0383688,nm0030417",actor,Hiroki Hasegawa,120
The Circle,Wins.,440554,"","","","","","",1,2.5,the circle (2016),drama|sci-fi|thriller,"","",The Circle,97959,nm1242054,actress,Emma Watson,110
Cats Don't Dance,WB,3566637,movie,8252,10,1,6.9,g,2,3.0,cats don't dance (1997),animation|children|musical,1997,3,Cats Don't Dance,8230,nm0227540,actor,Scott Bakula,75
We're Back! A Dinosaur's Story,Uni.,9317021,movie,15799,10,1,6.0,g,1,3.0,we're back! a dinosaur's story (1993),adventure|animation|children|fantasy,1993,11,We're Back! A Dinosaur's Story,15785,"nm0629216,nm0920425,nm0957797,nm0957798",actor,John Goodman,72
Fool's Gold,WB,70231041,movie,83277,10,1,5.7,pg-13,3,2.33,fool's gold (2008),action|adventure|comedy|romance,2008,2,Fool's Gold,83177,nm0855035,actor,Matthew McConaughey,112
Headshot,KL,1373,movie,1831,10,1,6.1,not rated,1,2.5,headshot (2011),crime|drama|thriller,2011,11,Headshot,1830,nm0711579,actor,Nopachai Chaiyanam,105
Point Blank,Magn.,708215,movie,22708,10,1,7.3,not rated,2,3.0,point blank (1967),action|crime|drama|thriller,1967,8,Point Blank,22682,nm0000958,actor,Lee Marvin,92
The Lord of the Rings: The Fellowship of the Ring,NL,315544750,movie,1957715,10,1,8.8,pg-13,198,4.11,lord of the rings: the fellowship of the ring  the (2001),adventure|fantasy,2001,12,The Lord of the Rings: The Fellowship of the Ring,1954854,nm0001392,actor,Elijah Wood,178
Thunderbirds,Uni.,6880917,"","","","","","",2,2.75,thunderbirds (2004),action|adventure|fantasy|sci-fi,"","",Thunderbirds,14328,nm0000408,actor,Bill Paxton,95
The Ballad of Jack and Rose,IFC,712275,movie,12040,10,1,6.5,r,4,3.13,ballad of jack and rose  the (2005),drama,2005,4,The Ballad of Jack and Rose,12032,nm0589182,actor,Daniel Day-Lewis,112
Beasts of No Nation,BST,90777,movie,85460,10,1,7.7,tv-ma,2,3.0,beasts of no nation (2015),drama|war,2015,10,Beasts of No Nation,85370,nm1560977,actor,Abraham Attah,137
The Professional,Sony,19501238,movie,16831,10,1,7.4,not rated,19,3.87,professional  the (le professionnel) (1981),action|drama|thriller,1981,10,The Professional,16795,nm0491626,actor,Jean-Paul Belmondo,108
Secrets & Lies,Oct.,13417292,"","","","","","",11,4.59,secrets & lies (1996),drama,"","",Secrets & Lies,46149,nm0005139,actor,Timothy Spall,136
American Beauty,DW,130096601,movie,1191885,10,1,8.3,r,204,4.06,american beauty (1999),drama|romance,1999,10,American Beauty,1190563,nm0005222,actor,Kevin Spacey,122
"Good Night, and Good Luck.",WIP,31558003,movie,100476,10,1,7.4,pg,20,3.78,good night  and good luck. (2005),crime|drama,2005,11,"Good Night, and Good Luck.",100432,nm0000123,actor,David Strathairn,93
I Know What You Did Last Summer,Sony,72586134,movie,155672,10,1,5.8,r,32,2.11,i know what you did last summer (1997),horror|mystery|thriller,1997,10,I Know What You Did Last Summer,155478,nm0318947,actress,Jennifer Love Hewitt,101
The Innkeepers,Magn.,78396,movie,36842,10,1,5.5,r,2,2.75,innkeepers  the (2011),horror|thriller,2011,3,The Innkeepers,36806,nm1488800,actress,Sara Paxton,101
The Legend of Bagger Vance,DW,30919168,movie,58796,10,1,6.7,pg-13,15,3.07,legend of bagger vance  the (2000),drama|romance,2000,11,The Legend of Bagger Vance,58753,nm0000602,actor,Will Smith,126
The Edge of Heaven,Strand,742349,movie,33144,10,1,7.7,not rated,1,3.5,edge of heaven  the (auf der anderen seite) (2007),drama,2007,9,The Edge of Heaven,33112,nm0015359,actor,Baki Davrak,122
Day of the Dead,UFD,5000000,"","","","","","",8,3.63,day of the dead (1985),horror|sci-fi|thriller,"","",Day of the Dead,73046,nm0001681,actress,Lori Cardille,101
Drop Dead Gorgeous,NL,10571408,movie,39852,10,1,6.7,pg-13,10,3.2,drop dead gorgeous (1999),comedy,1999,7,Drop Dead Gorgeous,39790,nm0417794,actress,Kirsten Dunst,97
When a Stranger Calls,SGem,47860214,movie,47943,10,1,5.1,pg-13,5,1.3,when a stranger calls (2006),horror|thriller,2006,2,When a Stranger Calls,47895,nm0922346,actress,Camilla Belle,87
The Last Legion,Wein.,5933494,movie,36797,10,1,5.4,pg-13,1,3.0,last legion  the (2007),action|adventure|fantasy|war,2007,8,The Last Legion,36782,nm0498991,actor,Colin Firth,101
El Mariachi,Col.,2040920,movie,70281,10,1,6.8,r,18,3.56,mariachi  el (1992),action|crime|thriller|western,1993,2,El Mariachi,70194,nm0001675,actor,Carlos Gallardo,81
Broadway Danny Rose,Orion,10600497,movie,26531,10,1,7.4,pg,5,4.2,broadway danny rose (1984),comedy,1984,1,Broadway Danny Rose,26503,nm0000095,actor,Woody Allen,84
Palindromes,Wells,553368,movie,12778,10,1,6.7,not rated,1,5.0,palindromes (2004),adventure|comedy|drama,2005,1,Palindromes,12771,nm0001754,actress,Jennifer Jason Leigh,100
The Chumscrubber,NM,52597,movie,18998,10,1,6.9,r,3,2.0,the chumscrubber (2005),comedy|drama,2006,10,The Chumscrubber,18988,nm1242062,actor,Jamie Bell,108
Pursuit of Happiness,TMG,6850,"","","","","","",1,3.5,pursuit of happiness (2001),comedy|romance,"","",Pursuit of Happiness,466,nm0003289,actor,Frank Whaley,93
The League of Extraordinary Gentlemen,Fox,66465204,"","","","","","",32,2.63,league of extraordinary gentlemen  the (a.k.a. lxg) (2003),action|fantasy|sci-fi,"","",The League of Extraordinary Gentlemen,181745,nm0635759,actor,Sean Connery,110
The Edge of Seventeen,STX,14431633,movie,137195,10,1,7.3,r,2,3.25,the edge of seventeen (2016),comedy,2016,11,The Edge of Seventeen,136937,nm2609807,actress,Hailee Steinfeld,104
Mission: Impossible,Par.,180981856,movie,460702,10,1,7.2,pg-13,162,3.54,mission: impossible (1996),action|adventure|mystery|thriller,1996,5,Mission: Impossible,459987,nm0000361,actor,Tom Cruise,110
School of Rock,Par.,81261177,movie,322723,10,1,7.2,pg-13,66,3.4,school of rock (2003),comedy|musical,2003,10,School of Rock,322266,nm0000500,actor,Jack Black,109
