title,studio,lifetime_gross,movieId,imdbId,tmdbId,mediaType,imdb_ratingCount,imdb_bestRating,imdb_worstRating,imdb_averageRating,contentRating,smallLensRatingCount,smallLensRatingAvg,title_lowercase,genres,smallLensTagCount,releaseYear,releaseMonth,nconst,tconst,titleType,primaryTitle,originalTitle,numVotes,directors,writers,category,primaryName,startYear,runtimeMinutes,averageRating,isAdult
Elizabeth: The Golden Age,Uni.,16383509,55274,tt0414055,4517,movie,74215,10,1,6.8,pg-13,2,2.75,elizabeth: the golden age (2007),drama,"",2007,10,nm0000949,tt0414055,movie,Elizabeth: The Golden Age,Elizabeth: The Golden Age,74146,nm0001408,"nm0629933,nm0386694",actress,Cate Blanchett,2007,114,6,0
Get Smart,WB,130319208,60126,tt0425061,11665,"","","","","","",16,3.47,get smart (2008),action|comedy,2,"","",nm0136797,tt0425061,movie,Get Smart,Get Smart,225478,nm0781842,"nm0040022,nm0256079,nm0000316,nm0377750",actor,Steve Carell,2008,110,6,0
Hot Fuzz,Rog.,23637265,51255,tt0425112,4638,movie,526559,10,1,7.8,r,61,4.0,hot fuzz (2007),action|comedy|crime|mystery,1,2007,4,nm0670408,tt0425112,movie,Hot Fuzz,Hot Fuzz,526017,nm0942367,"nm0942367,nm0670408",actor,Simon Pegg,2007,121,7,0
Dave Chappelle's Block Party,Rog.,11718595,43708,tt0425598,292,movie,9542,10,1,7.2,r,3,3.17,block party (a.k.a. dave chappelle's block party) (2005),comedy|documentary,"",2006,3,nm0152638,tt0425598,movie,Dave Chappelle's Block Party,Dave Chappelle's Block Party,9538,nm0327273,nm0152638,self,Dave Chappelle,2005,103,7,0
Material Girls,MGM,11449638,47516,tt0433412,10118,movie,22616,10,1,3.9,pg,1,2.0,material girls (2006),children|comedy|drama,"",2006,8,nm0240381,tt0433412,movie,Material Girls,Material Girls,22608,nm0004838,"nm1735367,nm1890301,nm1898779",actress,Hilary Duff,2006,98,3,0
The Giver,Wein.,45090374,113378,tt0435651,227156,movie,123643,10,1,6.4,pg-13,5,2.3,giver  the (2014),drama|sci-fi,"",2014,8,nm4154798,tt0435651,movie,The Giver,The Giver,123536,nm0637518,"nm2276729,nm0004332,nm0523342",actor,Brenton Thwaites,2014,97,6,0
The Puffy Chair,IDP,194523,47793,tt0436689,24055,movie,5219,10,1,6.5,r,1,2.5,puffy chair  the (2006),drama|romance,"",2007,4,nm0243233,tt0436689,movie,The Puffy Chair,The Puffy Chair,5217,"nm0243233,nm0243231","nm0243233,nm0243231",actor,Mark Duplass,2005,85,6,0
Edmond,FInd.,131719,46572,tt0443496,18191,movie,12299,10,1,6.2,r,3,3.5,edmond (2005),drama|thriller,"",2006,11,nm0000513,tt0443496,movie,Edmond,Edmond,12290,nm0002340,nm0000519,actor,William H. Macy,2005,82,6,0
The Sentinel,Fox,36280697,45062,tt0443632,5820,movie,51613,10,1,6.1,pg-13,2,2.75,sentinel  the (2006),crime|drama|thriller,"",2006,4,nm0000140,tt0443632,movie,The Sentinel,The Sentinel,51576,nm0424800,"nm1079776,nm0677514",actor,Michael Douglas,2006,108,6,0
The Santa Clause 3: The Escape Clause,BV,84500122,49013,tt0452681,13767,movie,41042,10,1,4.8,g,2,2.75,santa clause 3: the escape clause  the (2006),comedy|fantasy,"",2006,11,nm0000741,tt0452681,movie,The Santa Clause 3: The Escape Clause,The Santa Clause 3: The Escape Clause,40946,nm0501185,"nm0214036,nm0833828,nm1080144,nm0748874",actor,Tim Allen,2006,97,4,0
Date Movie,Fox,48548426,43919,tt0466342,10073,movie,61584,10,1,2.8,pg-13,3,0.83,date movie (2006),comedy|romance,"",2006,2,nm0004989,tt0466342,movie,Date Movie,Date Movie,61534,"nm0783536,nm0294997","nm0294997,nm0783536",actress,Alyson Hannigan,2006,83,2,0
Tsotsi,Mira.,2912606,44204,tt0468565,868,movie,29119,10,1,7.2,r,4,3.25,tsotsi (2005),crime|drama,"",2006,3,nm1970113,tt0468565,movie,Tsotsi,Tsotsi,29107,nm0004303,"nm0004303,nm0297538",actor,Presley Chweneyagae,2005,95,7,0
Ex Machina,A24,25442958,115713,tt0470752,264660,movie,572765,10,1,7.7,r,28,3.91,ex machina (2015),drama|sci-fi|thriller,"",2015,4,nm2539953,tt0470752,movie,Ex Machina,Ex Machina,571960,nm0307497,nm0307497,actress,Alicia Vikander,2014,108,7,0
No Country for Old Men,Mira.,74283625,55820,tt0477348,6977,movie,1031290,10,1,8.2,r,64,3.9,no country for old men (2007),crime|drama,"",2007,11,nm0000169,tt0477348,movie,No Country for Old Men,No Country for Old Men,1029472,"nm0001053,nm0001054","nm0001054,nm0001053,nm0565092",actor,Tommy Lee Jones,2007,122,8,0
Nancy Drew,WB,25612520,53466,tt0479500,14043,movie,21305,10,1,5.9,pg,3,2.83,nancy drew (2007),adventure|crime|thriller,"",2007,6,nm0731075,tt0479500,movie,Nancy Drew,Nancy Drew,21282,nm0281598,"nm0281598,nm0667330,nm0444696",actress,Emma Roberts,2007,99,5,0
The Prestige,BV,53089891,48780,tt0482571,1124,movie,1406796,10,1,8.5,pg-13,90,4.01,prestige  the (2006),drama|mystery|sci-fi|thriller,3,2006,10,nm0000288,tt0482571,movie,The Prestige,The Prestige,1404360,nm0634240,"nm0634300,nm0634240,nm1793993",actor,Christian Bale,2006,130,8,0
My Name Is Bruce,Imag.,173066,66427,tt0489235,1961,movie,25026,10,1,6.1,r,1,3.0,my name is bruce (2007),comedy|horror,"",2007,4,nm0132257,tt0489235,movie,My Name Is Bruce,My Name Is Bruce,25009,nm0132257,nm0894156,actor,Bruce Campbell,2007,84,6,0
The Chronicles of Narnia: Prince Caspian,BV,141621490,59501,tt0499448,2454,movie,221002,10,1,6.5,pg,12,3.54,chronicles of narnia: prince caspian  the (2008),adventure|children|fantasy,4,2008,5,nm1602660,tt0499448,movie,The Chronicles of Narnia: Prince Caspian,The Chronicles of Narnia: Prince Caspian,220721,nm0011470,"nm0011470,nm1321655,nm1321656,nm0507000",actor,Ben Barnes,2008,150,6,0
Reno 911!: Miami,Fox,20342161,51088,tt0499554,10090,"","","","","","",2,3.0,reno 911!: miami (2007),comedy,"","","",nm0502073,tt0499554,movie,Reno 911!: Miami,Reno 911!: Miami,27749,nm0304830,"nm0304830,nm0502073,nm0448486",actor,Thomas Lennon,2007,80,5,0
License to Wed,WB,43799818,53974,tt0762114,2959,movie,40319,10,1,5.2,pg-13,3,2.33,license to wed (2007),comedy|romance,"",2007,7,nm0601553,tt0762114,movie,License to Wed,License to Wed,40299,nm0477129,"nm2184890,nm0711422,nm0224084,nm1762694",actress,Mandy Moore,2007,91,5,0
Meet Dave,Fox,11803254,60516,tt0765476,11260,movie,43038,10,1,5.1,pg,2,3.5,meet dave (2008),adventure|children|comedy|romance|sci-fi,1,2008,7,nm0000552,tt0765476,movie,Meet Dave,Meet Dave,42992,nm0005367,"nm0338576,nm0179132",actor,Eddie Murphy,2008,90,5,0
Kickin' It Old Skool,YFG,4502604,52715,tt0772178,13280,movie,7333,10,1,4.6,pg-13,1,2.0,kickin it old skool (2007),comedy,"",2007,4,nm0005085,tt0772178,movie,Kickin' It Old Skool,Kickin' It Old Skool,7328,nm2188866,"nm0806102,nm0796875,nm1010032",actor,Jamie Kennedy,2007,109,4,0
The Savages,FoxS,6623082,56333,tt0775529,8272,movie,38360,10,1,7.1,r,1,3.5,savages  the (2007),comedy|drama,"",2008,1,nm0001473,tt0775529,movie,The Savages,The Savages,38345,nm0420982,nm0420982,actress,Laura Linney,2007,114,7,0
Teeth,RAtt.,347578,57910,tt0780622,13121,movie,45823,10,1,5.4,r,1,2.0,teeth (2007),comedy|horror,"",2008,4,nm1422176,tt0780622,movie,Teeth,Teeth,45731,nm0509033,nm0509033,actress,Jess Weixler,2007,94,5,0
Atonement,Focus,50927067,55052,tt0783233,4347,movie,293666,10,1,7.8,r,13,3.54,atonement (2007),drama|romance|war,"",2008,1,nm0461136,tt0783233,movie,Atonement,Atonement,293324,nm0942504,"nm0568605,nm0358960",actress,Keira Knightley,2007,123,7,0
The Ten,Think,769726,55020,tt0811106,13173,movie,16902,10,1,4.9,r,1,4.5,ten  the (2007),comedy,"",2008,4,nm0748620,tt0811106,movie,The Ten,The Ten,16900,nm0906476,"nm0547800,nm0906476",actor,Paul Rudd,2007,96,4,0
The Love Guru,Par.,32235793,58315,tt0811138,12177,movie,54432,10,1,3.8,pg-13,4,2.13,love guru  the (2008),comedy,"",2008,6,nm0000196,tt0811138,movie,The Love Guru,The Love Guru,54384,nm0773605,"nm0000196,nm0330704",actor,Mike Myers,2008,87,3,0
Religulous,LGF,13011160,59126,tt0815241,13007,movie,59989,10,1,7.6,r,5,3.8,religulous (2008),comedy|documentary,"",2008,10,nm0005175,tt0815241,movie,Religulous,Religulous,59962,nm0153078,nm0005175,self,Bill Maher,2008,101,7,0
Conan the Barbarian,Uni.,39565475,89190,tt0816462,37430,movie,101875,10,1,5.1,r,2,1.75,conan the barbarian (2011),action|adventure|fantasy,"",2011,8,nm0597388,tt0816462,movie,Conan the Barbarian,Conan the Barbarian,101814,nm1197971,"nm0232776,nm0649191,nm0393517,nm0397574",actor,Jason Momoa,2011,113,5,0
The Soloist,P/DW,31720158,68932,tt0821642,17332,movie,54979,10,1,6.7,pg-13,2,3.5,soloist  the (2009),drama|musical,"",2009,4,nm0004937,tt0821642,movie,The Soloist,The Soloist,54953,nm0942504,"nm0335666,nm2311134",actor,Jamie Foxx,2009,117,6,0
The Town,WB,92186262,80489,tt0840361,23168,movie,408305,10,1,7.5,r,22,3.95,town  the (2010),crime|drama|thriller,4,2010,9,nm0000255,tt0840361,movie,The Town,The Town,407853,nm0000255,"nm0185976,nm0000255,nm0830760,nm2353561",actor,Ben Affleck,2010,125,7,0
The Forbidden Kingdom,LGF,52075270,59103,tt0865556,1729,movie,108652,10,1,6.5,pg-13,3,3.83,forbidden kingdom  the (2008),action|adventure|comedy|fantasy,2,2008,4,nm0000329,tt0865556,movie,The Forbidden Kingdom,The Forbidden Kingdom,108589,nm0591450,nm0299301,actor,Jackie Chan,2008,104,6,0
The Wedding Ringer,SGem,64460211,128520,tt0884732,252838,"","","","","","",5,3.8,the wedding ringer (2015),comedy,"","","",nm0366389,tt0884732,movie,The Wedding Ringer,The Wedding Ringer,79122,nm1275670,"nm1275670,nm1191891",actor,Kevin Hart,2015,101,6,0
How to Train Your Dragon,P/DW,217581231,76093,tt0892769,10191,movie,780904,10,1,8.1,pg,53,3.94,how to train your dragon (2010),adventure|animation|children|fantasy|imax,"",2010,3,nm0059431,tt0892769,movie,How to Train Your Dragon,How to Train Your Dragon,779665,"nm0213450,nm0761498","nm0204030,nm0213450,nm0761498,nm2441763,nm0405190,nm1104057",actor,Jay Baruchel,2010,98,8,0
I Know Who Killed Me,Sony,7498716,54274,tt0897361,5857,movie,30665,10,1,3.6,r,1,0.5,i know who killed me (2007),crime|drama|thriller,"",2007,7,nm0517820,tt0897361,movie,I Know Who Killed Me,I Know Who Killed Me,30641,nm1032754,nm2449810,actress,Lindsay Lohan,2007,106,3,0
Taken,Fox,145000989,59369,tt0936501,8681,movie,623534,10,1,7.8,pg-13,42,3.62,taken (2008),action|crime|drama|thriller,"",2009,1,nm0000553,tt0936501,movie,Taken,Taken,622954,nm0603628,"nm0000108,nm0436543",actor,Liam Neeson,2008,90,7,0
Robin Hood,Uni.,105269730,77866,tt0955308,20662,movie,279163,10,1,6.6,pg-13,6,3.17,robin hood (2010),action|adventure|drama|romance|war,"",2010,5,nm0000128,tt0955308,movie,Robin Hood,Robin Hood,278810,nm0000631,"nm0001338,nm0717550,nm0903456",actor,Russell Crowe,2010,140,6,0
Revolutionary Road,ParV,22911480,65130,tt0959337,4148,movie,221820,10,1,7.3,r,5,3.7,revolutionary road (2008),drama|romance,"",2009,1,nm0000138,tt0959337,movie,Revolutionary Road,Revolutionary Road,221606,nm0005222,"nm1244808,nm0946817",actor,Leonardo DiCaprio,2008,119,7,0
Traitor,Over.,23530831,61352,tt0988047,13291,movie,58783,10,1,6.9,pg-13,4,3.38,traitor (2008),crime|drama|thriller,"",2008,8,nm0000332,tt0988047,movie,Traitor,Traitor,58751,nm0618680,"nm0618680,nm0000188",actor,Don Cheadle,2008,114,6,0
Choke,FoxS,2926565,65126,tt1024715,13973,movie,33332,10,1,6.4,r,3,3.5,choke (2008),comedy|drama,"",2008,10,nm0005377,tt1024715,movie,Choke,Choke,33310,nm0163988,"nm0163988,nm0657333",actor,Sam Rockwell,2008,92,6,0
Happy-Go-Lucky,Mira.,3512016,59118,tt1045670,10503,movie,40715,10,1,7.0,r,1,3.5,happy-go-lucky (2008),comedy|drama,"",2008,11,nm1020089,tt1045670,movie,Happy-Go-Lucky,Happy-Go-Lucky,40691,nm0005139,nm0005139,actress,Sally Hawkins,2008,118,7,0
Year One,Sony,43337279,69436,tt1045778,17610,movie,102093,10,1,4.9,pg-13,7,2.79,year one (2009),adventure|comedy,"",2009,6,nm0085312,tt1045778,movie,Year One,Year One,101889,nm0000601,"nm0000601,nm1969144,nm1072409",actor,Jack Black,2009,97,4,0
Ghost Rider: Spirit of Vengeance,Sony,51774002,92938,tt1071875,71676,movie,124577,10,1,4.3,pg-13,5,1.6,ghost rider: spirit of vengeance (2012),action|fantasy|thriller,"",2012,2,nm0000115,tt1071875,movie,Ghost Rider: Spirit of Vengeance,Ghost Rider: Spirit of Vengeance,124461,"nm0004410,nm0962729","nm0991355,nm2397756,nm0275286",actor,Nicolas Cage,2011,96,4,0
Miss March,FoxS,4543320,70641,tt1151922,19556,movie,22118,10,1,5.0,r,3,2.83,miss march (2009),comedy,"",2009,3,nm1199107,tt1151922,movie,Miss March,Miss March,22110,"nm1199107,nm2222515","nm1199107,nm2222515,nm1380203,nm1469262,nm2251450",actor,Zach Cregger,2009,90,5,0
Biutiful,RAtt.,5101237,81819,tt1164999,45958,movie,93701,10,1,7.4,r,2,4.25,biutiful (2010),drama,"",2011,2,nm0000849,tt1164999,movie,Biutiful,Biutiful,93622,nm0327944,"nm0327944,nm3174584,nm1481172",actor,Javier Bardem,2010,148,7,0
W.,LGF,25534493,62437,tt1175491,10523,movie,49657,10,1,6.3,pg-13,1,2.5,w. (2008),drama,"",2008,10,nm0000982,tt1175491,movie,W.,W.,49630,nm0000231,nm0007140,actor,Josh Brolin,2008,129,6,0
Ninja Assassin,WB,38122883,72489,tt1186367,22832,movie,74603,10,1,6.3,r,3,4.17,ninja assassin (2009),action|crime|drama|thriller,"",2009,11,nm1713653,tt1186367,movie,Ninja Assassin,Ninja Assassin,74554,nm0574625,"nm2373271,nm0833089",actor,Rain,2009,99,6,0
3 Idiots,Relbig.,6532874,73881,tt1187043,20453,movie,421368,10,1,8.4,pg-13,2,4.75,3 idiots (2009),comedy|drama|romance,"",2009,12,nm0451148,tt1187043,movie,3 Idiots,3 Idiots,420615,nm0386246,"nm0430785,nm0386246,nm0006765,nm2746459",actor,Aamir Khan,2009,170,8,0
The Lone Ranger,BV,89302115,103384,tt1210819,57201,movie,241951,10,1,6.4,pg-13,7,2.79,lone ranger  the (2013),action|adventure|western|imax,"",2013,7,nm0000136,tt1210819,movie,The Lone Ranger,The Lone Ranger,241796,nm0893659,"nm1244808,nm0254645,nm0744429",actor,Johnny Depp,2013,150,6,0
Lawless,Wein.,37400127,96432,tt1212450,82633,movie,250543,10,1,7.2,r,4,3.63,lawless (2012),crime|drama,"",2012,8,nm0362766,tt1212450,movie,Lawless,Lawless,250264,nm0384825,"nm0147022,nm2967574",actor,Tom Hardy,2012,116,7,0
Disaster Movie,LGF,14190901,61348,tt1213644,13805,movie,93866,10,1,1.9,pg-13,3,0.83,disaster movie (2008),comedy,"",2008,8,nm0001182,tt1213644,movie,Disaster Movie,Disaster Movie,93799,"nm0294997,nm0783536","nm0294997,nm0783536",actress,Carmen Electra,2008,87,1,0
That's My Boy,Sony,36931089,96616,tt1232200,87428,"","","","","","",3,2.5,that's my boy (2012),comedy,"","","",nm0001191,tt1232200,movie,That's My Boy,That's My Boy,106447,nm1890845,nm2791292,actor,Adam Sandler,2012,116,5,0
Hercules,BV,99112101,112911,tt1267297,184315,movie,162469,10,1,6.0,pg-13,4,2.0,hercules (2014),action|adventure,"",2014,7,nm0425005,tt1267297,movie,Hercules,Hercules,162313,nm0711840,"nm2952284,nm0818746,nm5610426",actor,Dwayne Johnson,2014,98,6,0
Easy A,SGem,58401464,80549,tt1282140,37735,movie,409297,10,1,7.0,pg-13,27,3.8,easy a (2010),comedy|romance,"",2010,9,nm1297015,tt1282140,movie,Easy A,Easy A,408764,nm0323239,nm1421629,actress,Emma Stone,2010,92,7,0
The Expendables,LGF,103068524,79695,tt1320253,27578,movie,360318,10,1,6.4,r,17,3.06,expendables  the (2010),action|adventure|thriller,"",2010,8,nm0000230,tt1320253,movie,The Expendables,The Expendables,359927,nm0000230,"nm1709264,nm0000230",actor,Sylvester Stallone,2010,103,6,0
Frozen,BV,400738009,75395,tt1323045,44363,movie,78846,10,1,6.2,r,2,3.25,frozen (2010),drama|horror|thriller,"",2010,3,nm0039162,tt1323045,movie,Frozen,Frozen,78703,nm1697112,nm1697112,actor,Shawn Ashmore,2010,93,6,0
Straight Outta Compton,Uni.,161197785,140715,tt1398426,277216,movie,213820,10,1,7.8,r,7,4.21,straight outta compton (2015),drama,"",2015,8,nm6578009,tt1398426,movie,Straight Outta Compton,Straight Outta Compton,213470,nm0336620,"nm6707680,nm0075696,nm0767655,nm0921023",actor,O'Shea Jackson Jr.,2015,147,7,0
The Wolverine,Fox,132556852,103772,tt1430132,76170,movie,484890,10,1,6.7,pg-13,16,3.38,wolverine  the (2013),action|adventure|fantasy|sci-fi,"",2013,7,nm0413168,tt1430132,movie,The Wolverine,The Wolverine,484495,nm0003506,"nm0093560,nm0291082",actor,Hugh Jackman,2013,126,6,0
Fright Night,Col.,24922237,89030,tt1438176,58151,movie,111797,10,1,6.4,r,2,3.25,fright night (2011),comedy|horror,"",2011,8,nm0947338,tt1438176,movie,Fright Night,Fright Night,111630,nm0318916,"nm0637497,nm0276169",actor,Anton Yelchin,2011,106,6,0
Winnie the Pooh,BV,26692846,88267,tt1449283,51162,movie,27638,10,1,7.1,g,1,3.0,winnie the pooh (2011),animation|children|comedy,"",2011,7,nm0191906,tt1449283,movie,Winnie the Pooh,Winnie the Pooh,27556,"nm0027459,nm2320658","nm0027459,nm3028768,nm0234837,nm2320658,nm4611078,nm1293044,nm2719311,nm3728874,nm0590316,nm0791615",actor,Jim Cummings,2011,63,7,0
I Am Number Four,BV,55100437,85056,tt1464540,46529,movie,244008,10,1,6.1,pg-13,5,3.1,i am number four (2011),action|sci-fi|thriller|imax,"",2011,2,nm1641117,tt1464540,movie,I Am Number Four,I Am Number Four,243887,nm0142286,"nm0332184,nm0587692,nm0637497,nm3787416,nm0294580",actor,Alex Pettyfer,2011,111,6,0
MacGruber,Uni.,8525600,77667,tt1470023,37931,"","","","","","",1,3.0,macgruber (2010),action|comedy,"","","",nm0287182,tt1470023,movie,MacGruber,MacGruber,46756,nm1672246,"nm0287182,nm1231253,nm1672246",actor,Will Forte,2010,90,5,0
Exodus: Gods and Kings,Fox,65014513,116887,tt1528100,147441,movie,175187,10,1,6.0,pg-13,2,2.75,exodus: gods and kings (2014),action|adventure|drama,"",2014,12,nm0000288,tt1528100,movie,Exodus: Gods and Kings,Exodus: Gods and Kings,175016,nm0000631,"nm0177836,nm0171651,nm0128997,nm0001873",actor,Christian Bale,2014,150,6,0
Byzantium,IFC,89237,98361,tt1531901,102780,movie,45374,10,1,6.5,r,1,4.0,byzantium (2012),drama|fantasy|thriller,"",2013,5,nm1519680,tt1531901,movie,Byzantium,Byzantium,45321,nm0001403,nm1620490,actress,Saoirse Ronan,2012,118,6,0
Beautiful Boy,Anch.,77247,90353,tt1533013,59437,movie,6883,10,1,6.6,r,1,4.0,beautiful boy (2010),drama,"",2011,11,nm0790688,tt1533013,movie,Beautiful Boy,Beautiful Boy,6876,nm0473329,"nm2982401,nm0473329",actor,Michael Sheen,2010,100,6,0
Let the Bullets Fly,Vari.,63012,87197,tt1533117,51533,movie,12731,10,1,7.3,not rated,1,3.0,let the bullets fly (2010),action|comedy,"",2010,12,nm0000334,tt1533117,movie,Let the Bullets Fly,Rang zi dan fei,12709,nm0422638,"nm2898643,nm0422638,nm4809500,nm7678061,nm0795516,nm4810869,nm0837678",actor,Chow Yun-Fat,2010,132,7,0
A Dangerous Method,SPC,5704709,89761,tt1571222,48231,movie,107252,10,1,6.4,r,2,3.0,dangerous method  a (2011),drama|thriller,"",2011,11,nm1055413,tt1571222,movie,A Dangerous Method,A Dangerous Method,107163,nm0000343,"nm0358960,nm4301796",actor,Michael Fassbender,2011,99,6,0
The Big Short,Par.,70259870,148626,tt1596363,318846,movie,468755,10,1,7.8,r,26,3.96,big short  the (2015),drama,3,2015,12,nm0000288,tt1596363,movie,The Big Short,The Big Short,467576,nm0570912,"nm1017488,nm0570912,nm1034122",actor,Christian Bale,2015,130,7,0
Midnight in Paris,SPC,56817045,86882,tt1605783,59436,"","","","","","",25,3.56,midnight in paris (2011),comedy|fantasy|romance,"","","",nm0005562,tt1605783,movie,Midnight in Paris,Midnight in Paris,442554,nm0000095,nm0000095,actor,Owen Wilson,2011,94,7,0
Win Win,FoxS,10179275,85881,tt1606392,55725,"","","","","","",6,3.75,win win (2011),comedy|drama,"","","",nm0316079,tt1606392,movie,Win Win,Win Win,54863,nm0565336,"nm0565336,nm4035833",actor,Paul Giamatti,2011,106,7,0
Edge of Tomorrow,WB,100206256,111759,tt1631867,137113,movie,718449,10,1,7.9,pg-13,44,3.98,edge of tomorrow (2014),action|sci-fi|imax,"",2014,6,nm0000129,tt1631867,movie,Edge of Tomorrow,Edge of Tomorrow,717268,nm0510731,"nm0003160,nm0125336,nm3890871,nm3872326",actor,Tom Cruise,2014,113,7,0
Wrath of the Titans,WB,83670083,93766,tt1646987,57165,movie,193827,10,1,5.7,pg-13,4,2.63,wrath of the titans (2012),action|adventure|fantasy|imax,"",2012,3,nm0941777,tt1646987,movie,Wrath of the Titans,Wrath of the Titans,193732,nm0509448,"nm2669197,nm0424901,nm0075528,nm0189117",actor,Sam Worthington,2012,99,5,0
Only Lovers Left Alive,SPC,1879534,107771,tt1714915,152603,movie,106074,10,1,7.2,r,1,5.0,only lovers left alive (2013),drama|horror|romance,"",2013,12,nm0842770,tt1714915,movie,Only Lovers Left Alive,Only Lovers Left Alive,105894,nm0000464,"nm0000464,nm7377556",actress,Tilda Swinton,2013,123,7,0
We're the Millers,WB (NL),150394119,104211,tt1723121,138832,movie,476599,10,1,7.0,r,21,3.74,we're the millers (2013),comedy|crime,"",2013,8,nm0837177,tt1723121,movie,We're the Millers,We're the Millers,475981,nm1098493,"nm1462097,nm0264520,nm1890845,nm1898234",actor,Jason Sudeikis,2013,110,7,0
Absolutely Anything,ADC,20169,135885,tt1727770,86828,"","","","","","",1,3.0,absolutely anything (2015),comedy|sci-fi,"","","",nm0670408,tt1727770,movie,Absolutely Anything,Absolutely Anything,46653,nm0001402,"nm0001402,nm0779170,nm0010930",actor,Simon Pegg,2015,85,6,0
A Dog's Purpose,Uni.,64508620,167380,tt1753383,381289,movie,77181,10,1,7.2,pg,1,4.5,a dog's purpose (2017),comedy|drama,"",2017,1,nm1265802,tt1753383,movie,A Dog's Purpose,A Dog's Purpose,77070,nm0002120,"nm1240326,nm0585243,nm0920108,nm0285379,nm0938645",actor,Josh Gad,2017,100,7,0
Like Crazy,ParV,3395391,91079,tt1758692,60420,movie,62937,10,1,6.6,pg-13,2,2.5,like crazy (2011),drama|romance,"",2012,1,nm0428065,tt1758692,movie,Like Crazy,Like Crazy,62911,nm2035886,"nm2035886,nm1726378",actress,Felicity Jones,2011,86,6,0
Killing Them Softly,Wein.,15026056,97860,tt1764234,64689,movie,150386,10,1,6.2,r,4,3.13,killing them softly (2012),crime|drama|thriller,"",2012,11,nm0000093,tt1764234,movie,Killing Them Softly,Killing Them Softly,150202,nm0231596,"nm0231596,nm0383389",actor,Brad Pitt,2012,97,6,0
Being Elmo: A Puppeteer's Journey,SD,304052,91869,tt1787660,75301,"","","","","","",1,3.5,being elmo: a puppeteer's journey (2011),documentary,"","","",nm0165159,tt1787660,movie,Being Elmo: A Puppeteer's Journey,Being Elmo: A Puppeteer's Journey,7187,"nm0788070,nm0548789","nm0788070,nm1860790",self,Kevin Clash,2011,80,7,0
