title,title_lc,studio,directors,contentRate,rnTimeMin,genres,rlYr,rlMnth,type,primaryName,category,numVotes,imdbRtCnt,imdbRtBest,imdbRtWorst,imdbRtAvg,slRateCnt,slRateAvg,gross
Napoleon Dynamite,napoleon dynamite (2004),0.0,1.0,11.0,96.0,1642.0,5.0,5.0,0.0,1.0,405.0,232121.0,232496.0,10.0,1.0,7.0,37.0,3.32,4.4540956E7
Air America,air america (1990),0.0,13.0,12.0,113.0,9.0,26.0,26.0,0.0,1.0,212.0,30007.0,30042.0,10.0,1.0,5.8,6.0,2.83,3.1053601E7
Mr. Smith Goes to Washington,mr. smith goes to washington (1939),0.0,0.0,10.0,129.0,348.0,60.0,60.0,0.0,0.0,1183.0,119459.0,119583.0,10.0,1.0,8.1,18.0,4.08,144738.0
The Doctor,doctor  the (1991),0.0,0.0,2.0,122.0,92.0,28.0,28.0,0.0,1.0,890.0,5853.0,5856.0,10.0,1.0,6.9,1.0,4.0,3.8120905E7
Kicking and Screaming,kicking and screaming (1995),1.0,2.0,43.0,96.0,502.0,93.0,93.0,0.0,12.0,75.0,14709.0,0.0,0.0,0.0,0.0,7.0,3.21,718490.0
The Eighth Day,eighth day  the (huitième jour  le) (1996),0.0,0.0,26.0,118.0,1218.0,14.0,14.0,0.0,2.0,544.0,9956.0,9962.0,10.0,1.0,7.5,1.0,3.5,416401.0
Pirates of the Caribbean: Dead Man's Chest,pirates of the caribbean: dead man's chest (2006),0.0,34.0,2.0,151.0,5.0,3.0,3.0,0.0,8.0,128.0,751093.0,752114.0,10.0,1.0,7.4,72.0,3.51,4.23315812E8
Murderball,murderball (2005),0.0,6.0,30.0,88.0,1610.0,7.0,7.0,2.0,1.0,2187.0,10392.0,10397.0,10.0,1.0,7.7,3.0,3.83,1531154.0
Eve of Destruction,eve of destruction (1991),0.0,22.0,17.0,99.0,473.0,28.0,28.0,0.0,10.0,1671.0,2516.0,2525.0,10.0,1.0,4.9,1.0,1.0,5451119.0
The Iron Giant,iron giant  the (1999),0.0,504.0,0.0,86.0,1319.0,12.0,12.0,0.0,1.0,281.0,217970.0,218613.0,10.0,1.0,8.1,39.0,4.05,2.3159305E7
The Last Picture Show,last picture show  the (1971),0.0,0.0,10.0,118.0,2396.0,47.0,47.0,0.0,0.0,261.0,51231.0,51308.0,10.0,1.0,8.0,8.0,4.5,2.9133E7
Spirit: Stallion of the Cimarron,spirit: stallion of the cimarron (2002),0.0,509.0,21.0,83.0,26.0,0.0,0.0,0.0,11.0,1336.0,82801.0,82987.0,10.0,1.0,7.2,2.0,3.5,7.3280117E7
Collateral Damage,collateral damage (2002),0.0,18.0,0.0,108.0,12.0,0.0,0.0,0.0,9.0,79.0,77216.0,77268.0,10.0,1.0,5.5,9.0,2.78,4.0077257E7
All the Real Girls,all the real girls (2003),0.0,4.0,8.0,108.0,2499.0,2.0,2.0,1.0,1.0,119.0,10964.0,10971.0,10.0,1.0,6.7,2.0,4.25,549666.0
Bellflower,bellflower (2011),0.0,154.0,66.0,103.0,1355.0,15.0,15.0,0.0,2.0,2719.0,8047.0,8048.0,10.0,1.0,6.3,1.0,3.5,168226.0
Dinosaur,dinosaur (2000),0.0,110.0,2.0,82.0,440.0,13.0,13.0,0.0,11.0,1886.0,65542.0,65651.0,10.0,1.0,6.4,14.0,3.11,1.37748063E8
Manchester by the Sea,manchester by the sea (2016),0.0,0.0,32.0,137.0,616.0,20.0,20.0,0.0,3.0,594.0,302209.0,302798.0,10.0,1.0,7.8,5.0,2.9,4.7695371E7
Fireworks,fireworks (hana-bi) (1997),0.0,8.0,171.0,103.0,406.0,6.0,6.0,0.0,2.0,270.0,32391.0,32449.0,10.0,1.0,7.7,6.0,4.0,500000.0
Three Kings,three kings (1999),0.0,377.0,0.0,114.0,22.0,12.0,12.0,0.0,0.0,124.0,178143.0,178320.0,10.0,1.0,7.1,45.0,3.71,6.0652036E7
Ray,ray (2004),0.0,0.0,1.0,152.0,181.0,5.0,5.0,0.0,0.0,72.0,154791.0,154942.0,10.0,1.0,7.7,19.0,3.68,7.53316E7
Get Low,get low (2009),0.0,238.0,8.0,103.0,158.0,18.0,18.0,0.0,1.0,2219.0,23817.0,23825.0,10.0,1.0,7.0,1.0,5.0,9176933.0
Date with an Angel,date with an angel (1987),0.0,55.0,69.0,105.0,1936.0,29.0,29.0,0.0,4.0,1985.0,2983.0,2990.0,10.0,1.0,5.6,3.0,1.33,1988962.0
Chaplin,chaplin (1992),0.0,0.0,12.0,143.0,65.0,23.0,23.0,0.0,10.0,188.0,60798.0,60930.0,10.0,1.0,7.5,2.0,3.5,9493259.0
The Rock,rock  the (1996),1.0,25.0,2.0,136.0,18.0,93.0,93.0,0.0,12.0,57.0,352205.0,0.0,0.0,0.0,0.0,121.0,3.64,1.34069511E8
Stage Beauty,stage beauty (2004),0.0,0.0,14.0,106.0,211.0,5.0,5.0,0.0,0.0,549.0,10651.0,10654.0,10.0,1.0,7.1,1.0,3.5,782383.0
This Is England,this is england (2006),1.0,0.0,13.0,101.0,2387.0,93.0,93.0,0.0,12.0,395.0,126825.0,0.0,0.0,0.0,0.0,8.0,4.0,329379.0
The Great Muppet Caper,great muppet caper  the (1981),0.0,15.0,1.0,97.0,355.0,37.0,37.0,0.0,7.0,722.0,16341.0,16375.0,10.0,1.0,7.1,11.0,3.45,3.1206251E7
An Honest Liar,honest liar  an (2014),0.0,66.0,79.0,90.0,1540.0,16.0,16.0,2.0,4.0,1986.0,10386.0,10398.0,10.0,1.0,7.5,2.0,3.75,180590.0
The Last Boy Scout,last boy scout  the (1991),0.0,151.0,0.0,105.0,8.0,28.0,28.0,0.0,3.0,17.0,109467.0,109640.0,10.0,1.0,7.0,8.0,3.5,5.9509925E7
'Round Midnight,'round midnight (1986),0.0,30.0,0.0,133.0,1266.0,30.0,30.0,0.0,0.0,2324.0,5716.0,5726.0,10.0,1.0,7.4,2.0,3.5,3272593.0
Love Affair,love affair (1994),0.0,4.0,0.0,108.0,165.0,21.0,21.0,0.0,0.0,794.0,4998.0,5006.0,10.0,1.0,6.0,5.0,3.4,1.8272894E7
A Kid in King Arthur's Court,kid in king arthur's court  a (1995),0.0,523.0,2.0,89.0,860.0,9.0,9.0,0.0,1.0,560.0,6620.0,6629.0,10.0,1.0,4.7,10.0,2.6,1.3406717E7
Bugsy Malone,bugsy malone (1976),0.0,599.0,4.0,93.0,97.0,45.0,45.0,1.0,6.0,31.0,19013.0,19036.0,10.0,1.0,6.8,2.0,2.75,2783840.0
Austin Powers: International Man of Mystery,austin powers: international man of mystery (1997),1.0,61.0,9.0,94.0,84.0,93.0,93.0,0.0,12.0,85.0,252219.0,0.0,0.0,0.0,0.0,100.0,3.54,5.3883989E7
'71,'71 (2014),0.0,135.0,32.0,99.0,692.0,16.0,16.0,0.0,0.0,2549.0,59127.0,59191.0,10.0,1.0,7.2,1.0,4.0,1270847.0
Antitrust,antitrust (2001),0.0,10.0,7.0,108.0,296.0,4.0,4.0,0.0,10.0,409.0,30052.0,30079.0,10.0,1.0,6.1,8.0,3.56,1.1328094E7
Chaos Theory,chaos theory (2007),1.0,5.0,38.0,87.0,66.0,93.0,93.0,0.0,12.0,1038.0,33306.0,0.0,0.0,0.0,0.0,1.0,4.0,240476.0
Jeepers Creepers,jeepers creepers (2001),0.0,11.0,18.0,90.0,1421.0,4.0,4.0,1.0,1.0,445.0,139226.0,139503.0,10.0,1.0,6.2,7.0,2.5,3.7904175E7
Death Becomes Her,death becomes her (1992),0.0,38.0,1.0,104.0,25.0,24.0,24.0,1.0,8.0,20.0,127731.0,128071.0,10.0,1.0,6.6,15.0,2.87,5.842265E7
Presumed Innocent,presumed innocent (1990),0.0,10.0,0.0,127.0,17.0,26.0,26.0,0.0,8.0,272.0,44825.0,44892.0,10.0,1.0,6.9,5.0,3.9,8.6303188E7
Some Mother's Son,some mother's son (1996),0.0,0.0,5.0,112.0,147.0,8.0,8.0,1.0,3.0,856.0,2949.0,2951.0,10.0,1.0,7.2,1.0,3.5,671437.0
Cast Away,cast away (2000),0.0,0.0,3.0,143.0,1.0,13.0,13.0,0.0,3.0,20.0,623242.0,624116.0,10.0,1.0,7.8,100.0,3.7,2.33632142E8
The Transporter,transporter  the (2002),0.0,53.0,3.0,92.0,53.0,0.0,0.0,0.0,0.0,1896.0,315904.0,316202.0,10.0,1.0,6.8,26.0,3.52,2.5296447E7
United 93,united 93 (2006),0.0,8.0,1.0,111.0,1236.0,3.0,3.0,0.0,5.0,167.0,109808.0,109882.0,10.0,1.0,7.6,7.0,4.14,3.148345E7
Beautiful Creatures,beautiful creatures (2013),0.0,60.0,15.0,124.0,948.0,22.0,22.0,1.0,9.0,418.0,90270.0,90333.0,10.0,1.0,6.1,1.0,2.0,55835.0
The Baader Meinhof Complex,baader meinhof komplex  der (2008),0.0,20.0,98.0,150.0,778.0,10.0,10.0,1.0,6.0,394.0,39412.0,39443.0,10.0,1.0,7.3,1.0,4.0,476270.0
Frankenweenie,frankenweenie (2012),0.0,585.0,2.0,87.0,209.0,15.0,15.0,1.0,0.0,13.0,114970.0,115269.0,10.0,1.0,6.9,2.0,2.5,3.5291068E7
Live and Let Die,live and let die (1973),0.0,25.0,18.0,121.0,201.0,43.0,43.0,0.0,7.0,294.0,113177.0,113357.0,10.0,1.0,6.7,23.0,3.7,3.5377836E7
The Raven,corbeau  le (raven  the) (1943),0.0,10.0,53.0,92.0,2115.0,71.0,71.0,0.0,6.0,1501.0,10668.0,10683.0,10.0,1.0,7.8,2.0,4.25,1.6008272E7
Foul Play,foul play (1978),1.0,68.0,4.0,116.0,143.0,93.0,93.0,1.0,12.0,568.0,16544.0,0.0,0.0,0.0,0.0,2.0,2.75,4.4999621E7
The Last Dragon,last dragon  the (1985),1.0,106.0,12.0,109.0,2349.0,93.0,93.0,0.0,12.0,2226.0,17052.0,0.0,0.0,0.0,0.0,3.0,2.67,2.5754284E7
Bartleby,bartleby (2001),0.0,2.0,280.0,83.0,1245.0,4.0,4.0,0.0,2.0,2087.0,2157.0,2157.0,10.0,1.0,6.4,1.0,1.5,148479.0
Michael Collins,michael collins (1996),0.0,0.0,0.0,133.0,43.0,8.0,8.0,0.0,0.0,24.0,33135.0,33179.0,10.0,1.0,7.1,11.0,3.32,1.1092559E7
The Grey,grey  the (2012),0.0,21.0,52.0,117.0,43.0,15.0,15.0,0.0,10.0,384.0,259990.0,260296.0,10.0,1.0,6.7,6.0,2.92,5.1580236E7
Drinking Buddies,drinking buddies (2013),0.0,5.0,16.0,90.0,2048.0,22.0,22.0,1.0,8.0,2641.0,60386.0,60423.0,10.0,1.0,6.1,3.0,2.33,343341.0
And So It Goes,and so it goes (2014),0.0,5.0,208.0,94.0,27.0,16.0,16.0,0.0,8.0,16.0,15000.0,15026.0,10.0,1.0,5.9,1.0,2.0,1.5160801E7
The Revenant,the revenant (2015),0.0,36.0,3.0,156.0,31.0,20.0,20.0,0.0,10.0,293.0,848737.0,850385.0,10.0,1.0,8.0,31.0,3.9,1.83637894E8
Summer Catch,summer catch (2001),0.0,5.0,0.0,104.0,225.0,4.0,4.0,0.0,1.0,1057.0,16500.0,16510.0,10.0,1.0,5.1,3.0,2.67,1.9753553E7
High Spirits,high spirits (1988),0.0,1.0,12.0,99.0,196.0,25.0,25.0,0.0,4.0,24.0,10396.0,10414.0,10.0,1.0,5.7,1.0,2.0,8578231.0
Parental Guidance,parental guidance (2012),0.0,1.0,3.0,105.0,103.0,15.0,15.0,0.0,3.0,219.0,26587.0,26599.0,10.0,1.0,6.0,1.0,2.0,7.7267296E7
Don't Breathe,don't breathe (2016),0.0,16.0,24.0,88.0,404.0,20.0,20.0,0.0,1.0,2632.0,292992.0,293491.0,10.0,1.0,7.1,5.0,3.3,8.9217875E7
Blade Runner,blade runner (1982),1.0,22.0,0.0,117.0,17.0,93.0,93.0,0.0,12.0,5.0,804261.0,0.0,0.0,0.0,0.0,124.0,4.1,3.2868943E7
The Double,double  the (2013),0.0,100.0,131.0,93.0,96.0,16.0,16.0,0.0,5.0,1112.0,52393.0,52452.0,10.0,1.0,6.5,1.0,4.0,137921.0
The Untouchables,untouchables  the (1987),0.0,28.0,4.0,119.0,14.0,29.0,29.0,0.0,7.0,10.0,324568.0,325000.0,10.0,1.0,7.8,65.0,3.94,7.6270454E7
Days of Being Wild,days of being wild (a fei jingjyuhn) (1990),1.0,4.0,64.0,100.0,370.0,93.0,93.0,0.0,12.0,132.0,24620.0,0.0,0.0,0.0,0.0,1.0,4.5,146310.0
An Awfully Big Adventure,awfully big adventure  an (1995),0.0,0.0,23.0,112.0,59.0,9.0,9.0,0.0,8.0,80.0,2960.0,2964.0,10.0,1.0,5.8,1.0,5.0,259724.0
Three to Tango,three to tango (1999),0.0,3.0,0.0,98.0,291.0,12.0,12.0,1.0,0.0,2199.0,19741.0,19813.0,10.0,1.0,6.1,4.0,3.0,1.0570375E7
Sylvia,sylvia (2003),0.0,4.0,15.0,110.0,144.0,2.0,2.0,1.0,0.0,576.0,11151.0,11162.0,10.0,1.0,6.3,1.0,3.0,1315498.0
A Love Song for Bobby Long,love song for bobby long  a (2004),0.0,0.0,14.0,119.0,101.0,7.0,7.0,1.0,10.0,1654.0,26925.0,26946.0,10.0,1.0,7.1,3.0,3.17,164308.0
Jack Ryan: Shadow Recruit,jack ryan: shadow recruit (2014),0.0,284.0,4.0,105.0,218.0,16.0,16.0,0.0,10.0,70.0,136657.0,136755.0,10.0,1.0,6.2,2.0,2.0,5.0577412E7
From Dusk Till Dawn,from dusk till dawn (1996),0.0,213.0,6.0,108.0,146.0,8.0,8.0,0.0,10.0,152.0,332620.0,333224.0,10.0,1.0,7.2,55.0,3.51,2.5836616E7
Daybreakers,daybreakers (2010),0.0,216.0,19.0,98.0,42.0,18.0,18.0,0.0,10.0,688.0,133487.0,133604.0,10.0,1.0,6.4,6.0,3.42,3.0101577E7
Miller's Crossing,miller's crossing (1990),1.0,196.0,3.0,115.0,470.0,93.0,93.0,0.0,12.0,77.0,139878.0,0.0,0.0,0.0,0.0,20.0,4.23,5080409.0
Ice Age: Continental Drift,ice age 4: continental drift (2012),0.0,95.0,3.0,88.0,293.0,15.0,15.0,0.0,8.0,1966.0,219934.0,220222.0,10.0,1.0,6.5,6.0,2.92,1.61321843E8
True Stories,true stories (1986),1.0,101.0,0.0,89.0,648.0,93.0,93.0,0.0,12.0,1452.0,7235.0,0.0,0.0,0.0,0.0,1.0,5.0,2545142.0
Resident Evil: Extinction,resident evil: extinction (2007),0.0,78.0,24.0,94.0,154.0,1.0,1.0,1.0,6.0,433.0,202595.0,202782.0,10.0,1.0,6.2,10.0,2.95,5.0648679E7
Tusk,tusk (2014),1.0,325.0,33.0,102.0,504.0,93.0,93.0,0.0,12.0,48.0,61051.0,0.0,0.0,0.0,0.0,1.0,3.5,1826705.0
How to Make an American Quilt,how to make an american quilt (1995),1.0,4.0,1.0,117.0,209.0,93.0,93.0,1.0,12.0,312.0,12327.0,0.0,0.0,0.0,0.0,15.0,3.07,2.360002E7
Cube,cube (1997),0.0,348.0,43.0,90.0,2027.0,14.0,14.0,1.0,3.0,988.0,243298.0,243624.0,10.0,1.0,7.1,27.0,3.43,501818.0
Love & Basketball,love and basketball (2000),0.0,4.0,9.0,124.0,548.0,13.0,13.0,1.0,5.0,1010.0,23410.0,23437.0,10.0,1.0,7.2,3.0,3.0,2.7459615E7
Jason's Lyric,jason's lyric (1994),1.0,8.0,26.0,119.0,575.0,93.0,93.0,0.0,12.0,1983.0,4544.0,0.0,0.0,0.0,0.0,1.0,4.5,2.0851521E7
Blended,blended (2014),0.0,1.0,0.0,117.0,11.0,16.0,16.0,0.0,11.0,116.0,140627.0,140882.0,10.0,1.0,6.5,8.0,3.81,4.629461E7
Bridget Jones: The Edge of Reason,bridget jones: the edge of reason (2004),0.0,5.0,1.0,108.0,200.0,5.0,5.0,1.0,4.0,581.0,119679.0,119877.0,10.0,1.0,6.0,20.0,3.03,4.0226215E7
Stoned,stoned (2005),0.0,0.0,95.0,102.0,1784.0,7.0,7.0,0.0,4.0,2414.0,4131.0,4132.0,10.0,1.0,5.7,1.0,2.0,38922.0
In the Realms of the Unreal,in the realms of the unreal (2004),0.0,588.0,51.0,81.0,1465.0,10.0,10.0,2.0,2.0,2429.0,2227.0,2228.0,10.0,1.0,7.3,0.0,0.0,417120.0
Grudge Match,grudge match (2013),0.0,1.0,0.0,113.0,4.0,22.0,22.0,0.0,3.0,177.0,62249.0,62293.0,10.0,1.0,6.4,2.0,2.5,2.980726E7
Tex,tex (1982),0.0,0.0,2.0,103.0,193.0,34.0,34.0,0.0,8.0,755.0,2390.0,2396.0,10.0,1.0,6.4,1.0,4.0,7400000.0
Cecil B. Demented,cecil b. demented (2000),1.0,1.0,29.0,87.0,289.0,93.0,93.0,1.0,12.0,342.0,16386.0,0.0,0.0,0.0,0.0,5.0,3.5,1284646.0
The Three Burials of Melquiades Estrada,three burials of melquiades estrada  the (2006),0.0,227.0,8.0,121.0,78.0,3.0,3.0,0.0,9.0,1141.0,41551.0,41571.0,10.0,1.0,7.3,5.0,4.0,5027684.0
Senna,senna (2010),0.0,6.0,115.0,106.0,1022.0,17.0,17.0,3.0,11.0,926.0,74219.0,74344.0,10.0,1.0,8.5,6.0,3.75,1612430.0
Larry Crowne,larry crowne (2011),0.0,5.0,1.0,98.0,1.0,17.0,17.0,0.0,8.0,699.0,69930.0,70052.0,10.0,1.0,6.1,2.0,2.75,3.5608245E7
Universal Soldier: Day of Reckoning,universal soldier: day of reckoning (2012),0.0,22.0,16.0,114.0,37.0,15.0,15.0,0.0,0.0,1779.0,21142.0,21159.0,10.0,1.0,5.1,1.0,4.0,5460.0
The Pretty One,pretty one  the (2013),0.0,2.0,157.0,90.0,2496.0,91.0,91.0,1.0,10.0,2697.0,10149.0,10160.0,10.0,1.0,6.3,1.0,4.0,13769.0
The Secret of NIMH,secret of nimh  the (1982),0.0,224.0,7.0,82.0,1329.0,34.0,34.0,1.0,8.0,522.0,43908.0,43994.0,10.0,1.0,7.5,21.0,3.48,1.4665733E7
Pinocchio,pinocchio (2002),0.0,51.0,6.0,108.0,252.0,0.0,0.0,0.0,3.0,191.0,8560.0,8562.0,10.0,1.0,4.3,1.0,3.5,3684305.0
Poltergeist II: The Other Side,poltergeist ii: the other side (1986),0.0,9.0,7.0,91.0,716.0,30.0,30.0,1.0,11.0,351.0,29212.0,29289.0,10.0,1.0,5.6,6.0,1.67,4.0996665E7
The Witches of Eastwick,witches of eastwick  the (1987),1.0,326.0,0.0,118.0,29.0,93.0,93.0,0.0,12.0,207.0,75500.0,0.0,0.0,0.0,0.0,11.0,2.5,6.376651E7
The Pink Panther Strikes Again,pink panther strikes again  the (1976),0.0,12.0,18.0,103.0,197.0,45.0,45.0,0.0,3.0,105.0,31337.0,31392.0,10.0,1.0,7.2,5.0,3.4,3.3833201E7
Funny Farm,funny farm (1988),0.0,1.0,0.0,101.0,56.0,25.0,25.0,0.0,7.0,269.0,24250.0,24345.0,10.0,1.0,6.2,11.0,2.59,2.5537221E7
Women on the Verge of a Nervous Breakdown,women on the verge of a nervous breakdown (mujeres al borde de un ataque de nervios) (1988),1.0,2.0,48.0,88.0,1127.0,93.0,93.0,1.0,12.0,38.0,45212.0,0.0,0.0,0.0,0.0,10.0,3.55,7179298.0
Air Force One,air force one (1997),0.0,18.0,5.0,124.0,17.0,14.0,14.0,0.0,8.0,74.0,206198.0,206466.0,10.0,1.0,6.5,58.0,3.34,1.72956409E8
Two Moon Junction,two moon junction (1988),0.0,4.0,104.0,104.0,2288.0,25.0,25.0,1.0,5.0,583.0,6088.0,6116.0,10.0,1.0,5.0,2.0,2.0,1547397.0
Air Bud: Golden Receiver,air bud: golden receiver (1998),1.0,15.0,6.0,90.0,1735.0,93.0,93.0,0.0,12.0,1963.0,6071.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0224116E7
9 to 5,nine to five (a.k.a. 9 to 5) (1980),0.0,12.0,3.0,109.0,233.0,36.0,36.0,1.0,3.0,568.0,37847.0,37935.0,10.0,1.0,6.9,11.0,2.73,1.032905E8
Winter's Tale,winter's tale (2014),1.0,245.0,0.0,118.0,67.0,93.0,93.0,0.0,12.0,1686.0,56087.0,0.0,0.0,0.0,0.0,1.0,1.5,1.2600231E7
Manhunter,manhunter (1986),1.0,446.0,69.0,120.0,883.0,93.0,93.0,0.0,12.0,54.0,78747.0,0.0,0.0,0.0,0.0,6.0,3.92,8620929.0
Pet Sematary II,pet sematary ii (1992),0.0,24.0,4.0,100.0,454.0,24.0,24.0,0.0,1.0,751.0,22981.0,23037.0,10.0,1.0,4.9,3.0,1.83,1.7092453E7
Rudy,rudy (1993),0.0,0.0,12.0,114.0,399.0,23.0,23.0,0.0,0.0,712.0,67397.0,67501.0,10.0,1.0,7.5,34.0,3.49,2.2881563E7
Solaris,solaris (2002),0.0,84.0,3.0,99.0,22.0,0.0,0.0,0.0,4.0,8.0,85285.0,85342.0,10.0,1.0,6.2,20.0,3.08,1.4973382E7
Do the Right Thing,do the right thing (1989),0.0,0.0,1.0,120.0,643.0,27.0,27.0,0.0,8.0,6.0,109539.0,109709.0,10.0,1.0,8.0,27.0,4.04,2.7545445E7
The Sentinel,sentinel  the (2006),0.0,10.0,3.0,108.0,27.0,3.0,3.0,0.0,5.0,919.0,51576.0,51613.0,10.0,1.0,6.1,2.0,2.75,3.6280697E7
A Nightmare on Elm Street,nightmare on elm street  a (1984),1.0,9.0,9.0,91.0,684.0,93.0,93.0,1.0,12.0,22.0,256752.0,0.0,0.0,0.0,0.0,27.0,3.0,2.5504513E7
Top Five,top five (2014),0.0,1.0,4.0,102.0,173.0,16.0,16.0,0.0,3.0,500.0,27369.0,27383.0,10.0,1.0,6.4,2.0,3.0,2.5317379E7
The Bad News Bears,bad news bears  the (1976),0.0,1.0,4.0,102.0,302.0,45.0,45.0,0.0,5.0,63.0,24445.0,24482.0,10.0,1.0,7.3,9.0,3.28,3.221133E7
Lionheart,lionheart (1990),1.0,26.0,1.0,108.0,37.0,93.0,93.0,0.0,12.0,420.0,38726.0,0.0,0.0,0.0,0.0,1.0,0.5,2.4078196E7
Memories of Murder,memories of murder (salinui chueok) (2003),0.0,39.0,58.0,131.0,403.0,2.0,2.0,0.0,11.0,525.0,205611.0,206311.0,10.0,1.0,8.1,5.0,4.7,15357.0
American Hardcore,american hardcore (2006),0.0,6.0,8.0,100.0,1433.0,3.0,3.0,2.0,10.0,2138.0,3548.0,3548.0,10.0,1.0,7.3,1.0,3.5,279665.0
Vacation,vacation (2015),0.0,49.0,25.0,99.0,661.0,11.0,11.0,0.0,8.0,1541.0,119221.0,119412.0,10.0,1.0,6.1,6.0,3.42,5.8884188E7
Sleeper,sleeper (1973),0.0,35.0,18.0,89.0,33.0,43.0,43.0,0.0,3.0,0.0,44312.0,44348.0,10.0,1.0,7.1,28.0,3.75,1.8344729E7
Sleepers,sleepers (1996),1.0,16.0,0.0,147.0,4.0,93.0,93.0,0.0,12.0,7.0,233572.0,0.0,0.0,0.0,0.0,29.0,3.67,5.3315285E7
W.,w. (2008),0.0,0.0,19.0,129.0,361.0,10.0,10.0,0.0,0.0,12.0,49630.0,49657.0,10.0,1.0,6.3,1.0,2.5,2.5534493E7
Kickin' It Old Skool,kickin it old skool (2007),0.0,1.0,99.0,109.0,482.0,1.0,1.0,0.0,5.0,2674.0,7328.0,7333.0,10.0,1.0,4.6,1.0,2.0,4502604.0
Robin Hood: Men in Tights,robin hood: men in tights (1993),0.0,1.0,3.0,104.0,322.0,23.0,23.0,0.0,8.0,71.0,133525.0,133750.0,10.0,1.0,6.7,69.0,3.13,3.5739755E7
Taxi 3,taxi 3 (2003),0.0,13.0,213.0,84.0,547.0,2.0,2.0,0.0,10.0,586.0,44818.0,44883.0,10.0,1.0,5.8,2.0,3.25,497208.0
Drop Zone,drop zone (1994),1.0,18.0,4.0,101.0,79.0,93.0,93.0,0.0,12.0,33.0,21324.0,0.0,0.0,0.0,0.0,22.0,2.86,2.8735315E7
No Small Affair,no small affair (1984),0.0,3.0,10.0,102.0,726.0,33.0,33.0,0.0,4.0,2211.0,2395.0,2399.0,10.0,1.0,5.5,1.0,4.0,4994094.0
Disturbing Behavior,disturbing behavior (1998),0.0,9.0,7.0,84.0,481.0,6.0,6.0,0.0,8.0,2066.0,24753.0,24785.0,10.0,1.0,5.6,3.0,2.0,1.751498E7
Fantastic Mr. Fox,fantastic mr. fox (2009),0.0,489.0,3.0,87.0,22.0,19.0,19.0,0.0,4.0,115.0,259493.0,260423.0,10.0,1.0,7.9,18.0,4.08,2.1002919E7
The Godfather Part II,godfather: part ii  the (1974),0.0,8.0,4.0,202.0,34.0,42.0,42.0,0.0,3.0,19.0,1331897.0,1333938.0,10.0,1.0,9.0,129.0,4.26,4.7542841E7
Supergirl,supergirl (1984),1.0,34.0,12.0,124.0,685.0,93.0,93.0,1.0,12.0,454.0,23542.0,0.0,0.0,0.0,0.0,9.0,2.22,1.4296438E7
The Accidental Tourist,accidental tourist  the (1988),0.0,5.0,0.0,121.0,92.0,27.0,27.0,0.0,10.0,61.0,17015.0,17029.0,10.0,1.0,6.7,5.0,3.6,3.2632093E7
Bad Lieutenant,bad lieutenant (1992),0.0,8.0,150.0,96.0,146.0,24.0,24.0,0.0,3.0,198.0,46506.0,46607.0,10.0,1.0,7.0,8.0,3.44,2000022.0
The House of the Spirits,house of the spirits  the (1993),0.0,4.0,6.0,145.0,184.0,21.0,21.0,0.0,5.0,488.0,24447.0,24479.0,10.0,1.0,6.9,5.0,3.4,6265311.0
The Game,game  the (1997),0.0,32.0,86.0,129.0,27.0,14.0,14.0,0.0,6.0,100.0,418065.0,419059.0,10.0,1.0,7.7,77.0,3.7,4.8323648E7
Butch Cassidy and the Sundance Kid,butch cassidy and the sundance kid (1969),0.0,157.0,3.0,110.0,74.0,49.0,49.0,0.0,6.0,269.0,223581.0,223781.0,10.0,1.0,8.0,62.0,3.94,1.02308889E8
After Life,after life (wandafuru raifu) (1998),0.0,63.0,87.0,119.0,1006.0,12.0,12.0,0.0,5.0,584.0,13255.0,13280.0,10.0,1.0,7.6,2.0,4.25,801985.0
Hot Fuzz,hot fuzz (2007),0.0,434.0,62.0,121.0,255.0,1.0,1.0,0.0,5.0,330.0,526017.0,526559.0,10.0,1.0,7.8,61.0,4.0,2.3637265E7
Ninja Assassin,ninja assassin (2009),0.0,20.0,0.0,99.0,2134.0,19.0,19.0,0.0,4.0,604.0,74554.0,74603.0,10.0,1.0,6.3,3.0,4.17,3.8122883E7
Bugsy,bugsy (1991),1.0,8.0,12.0,136.0,165.0,93.0,93.0,0.0,12.0,7.0,30488.0,0.0,0.0,0.0,0.0,1.0,3.0,4.9114016E7
The Flintstones,flintstones  the (1994),0.0,51.0,1.0,91.0,148.0,21.0,21.0,0.0,11.0,122.0,84463.0,84522.0,10.0,1.0,5.0,42.0,2.36,1.30531208E8
The Chronicles of Riddick,chronicles of riddick  the (2004),0.0,22.0,1.0,119.0,91.0,5.0,5.0,0.0,7.0,245.0,238564.0,238761.0,10.0,1.0,6.6,23.0,3.3,5.7761012E7
Mission: Impossible - Fallout,mission: impossible - fallout (2018),0.0,25.0,4.0,147.0,3.0,38.0,38.0,0.0,8.0,366.0,367366.0,368134.0,10.0,1.0,7.7,2.0,3.75,2.20159104E8
My Life,my life (1993),1.0,0.0,10.0,117.0,63.0,93.0,93.0,0.0,12.0,2185.0,11976.0,0.0,0.0,0.0,0.0,3.0,3.5,2.7804899E7
Beverly Hills Cop III,beverly hills cop iii (1994),0.0,62.0,4.0,104.0,16.0,21.0,21.0,0.0,11.0,42.0,85291.0,85377.0,10.0,1.0,5.5,59.0,2.72,4.2614912E7
