title,studio,genres,numVotes,directors,category,primaryName,title_lc,contentRate,rlYr,type,rlMnth,rnTimeMin,gross,imdbRtCnt,imdbRtBest,imdbRtWorst,imdbRtAvg,slRateCnt,slRateAvg
Never Been Kissed,Fox,comedy|romance,95903,nm0331532,actress,Drew Barrymore,never been kissed (1999),"","","","",107,55474756,"","","","",36,2.96
My Boss's Daughter,Dim.,comedy|romance,30373,nm0001878,actor,Ashton Kutcher,my boss's daughter (2003),pg-13,2003,movie,8,86,15550605,30393,10,1,4.7,4,2.0
The Wrestler,FoxS,drama,316113,nm0004716,actor,Mickey Rourke,wrestler  the (2008),r,2009,movie,1,109,26238243,316338,10,1,7.9,34,3.74
The Battle of Algiers,Riz.,drama|war,64023,nm0690597,actor,Brahim Hadjadj,battle of algiers  the (la battaglia di algeri) (1966),not rated,1967,movie,9,121,879794,64161,10,1,8.1,5,4.3
Sunshine,FoxS,drama,15637,nm0843640,actor,Ralph Fiennes,sunshine (1999),"","","","",181,3675753,"","","","",1,4.0
Blue Valentine,Wein.,drama|romance,207319,nm0161834,actor,Ryan Gosling,blue valentine (2010),r,2011,movie,1,112,9706328,207591,10,1,7.3,5,2.8
Next of Kin,WB,action|crime|thriller,12331,nm0410139,actor,Patrick Swayze,next of kin (1989),r,1989,movie,10,108,15942628,12342,10,1,5.8,2,1.75
Gods and Monsters,Lions,drama,32412,nm0174374,actor,Ian McKellen,gods and monsters (1998),r,1998,movie,11,105,6451628,32441,10,1,7.3,4,4.13
Slums of Beverly Hills,FoxS,comedy|drama,14361,nm0420982,actress,Natasha Lyonne,slums of beverly hills  the (1998),r,1998,movie,9,91,5502773,14377,10,1,6.7,8,3.63
Storytelling,FL,comedy|drama,18157,nm0001754,actress,Selma Blair,storytelling (2001),r,2001,movie,11,87,921445,18169,10,1,6.8,3,3.17
Paper Heart,Over.,comedy|documentary|drama|romance,8538,nm2074328,self,Charlyne Yi,paper heart (2009),pg-13,2009,movie,8,88,1274062,8539,10,1,6.0,2,2.75
Casino Royale,Sony,action|adventure|comedy,31675,"nm0001379,nm0663577,nm0346436,nm0569825,nm0848234,nm0400731",actor,David Niven,casino royale (1967),approved,1967,movie,4,131,167445960,31742,10,1,5.0,5,2.5
Leprechaun,Trim.,comedy|horror,29477,nm0428751,actor,Warwick Davis,leprechaun (1993),r,1993,movie,1,92,8556940,29543,10,1,4.8,5,2.3
The Marine,Fox,action|drama|thriller,35142,nm1669022,actor,John Cena,marine  the (2006),pg-13,2006,movie,10,92,18844784,35175,10,1,4.7,2,2.75
Pirates of the Caribbean: At World's End,BV,action|adventure|comedy|fantasy,679208,nm0893659,actor,Johnny Depp,pirates of the caribbean: at world's end (2007),"","","","",169,309420425,"","","","",56,3.44
The Money Pit,Uni.,comedy,60776,nm0000907,actor,Tom Hanks,money pit  the (1986),pg,1986,movie,3,91,37499651,60890,10,1,6.4,21,2.93
Gunner Palace,Palm,documentary|war,1942,"nm0258355,nm0875953",self,Bryant Davis,gunner palace (2004),pg-13,2004,movie,9,85,607844,1943,10,1,6.6,3,3.67
My Cousin Vinny,Fox,comedy,136291,nm0528718,actor,Joe Pesci,my cousin vinny (1992),r,1992,movie,3,120,52929168,136553,10,1,7.6,59,3.26
Baby Mama,Uni.,comedy,46824,nm0567112,actress,Tina Fey,baby mama (2008),pg-13,2008,movie,4,99,60494212,46873,10,1,6.0,11,3.14
Coming Home,UA,drama|war,14478,nm0000797,actress,Jane Fonda,coming home (1978),r,1978,movie,2,127,32653905,14503,10,1,7.3,5,3.3
Hair,MGM,comedy|drama|musical,39816,nm0001232,actor,John Savage,hair (1979),"","","","",121,15284643,"","","","",3,3.17
Clockwise,Uni.,comedy,13434,nm0602454,actor,John Cleese,clockwise (1986),pg,1986,movie,10,96,1476356,13445,10,1,6.6,1,4.0
The Limits of Control,Focus,crime|drama|film-noir,21032,nm0000464,actor,Isaach De Bankolé,limits of control  the (2009),"","","","",116,426688,"","","","",2,2.75
Two Mules for Sister Sara,Uni.,comedy|war|western,29813,nm0796923,actor,Clint Eastwood,two mules for sister sara (1970),gp,1970,movie,6,116,5050000,29862,10,1,7.0,2,3.0
Friday Night Lights,Uni.,action|drama,65972,nm0000916,actor,Billy Bob Thornton,friday night lights (2004),pg-13,2004,movie,10,118,61255921,66020,10,1,7.2,8,3.56
Heathers,NW,comedy,112670,nm0499724,actress,Winona Ryder,heathers (1989),r,1989,movie,3,103,1108462,112914,10,1,7.2,41,3.73
The Hundred-Foot Journey,BV,comedy|drama,86393,nm0002120,actress,Helen Mirren,the hundred-foot journey (2014),pg,2014,movie,8,122,54240821,86461,10,1,7.3,1,4.5
Men in Black II,Sony,action|comedy|sci-fi,394986,nm0001756,actor,Tommy Lee Jones,men in black ii (a.k.a. miib) (a.k.a. mib 2) (2002),pg-13,2002,movie,7,88,190418803,395500,10,1,6.2,61,2.96
The Claim,MGM,romance|western,6555,nm0935863,actor,Wes Bentley,claim  the (2000),"","","","",120,669258,"","","","",3,2.83
The Perfect Score,Par.,comedy|crime,25974,nm0005367,actress,Scarlett Johansson,perfect score  the (2004),pg-13,2004,movie,1,93,10391003,25987,10,1,5.7,4,2.75
Match Point,DW,crime|drama|romance,225090,nm0000095,actress,Scarlett Johansson,match point (2005),r,2006,movie,1,124,23151529,225335,10,1,7.6,17,3.44
Weekend at Bernie's,Fox,comedy,61167,nm0467646,actor,Andrew McCarthy,weekend at bernie's (1989),"","","","",97,30218387,"","","","",21,2.55
Freaks of Nature,Sony,comedy|horror|sci-fi,13095,nm0681852,actor,Nicholas Braun,freaks of nature (2015),r,2015,movie,10,92,70958,13113,10,1,5.9,1,4.5
Suburban Commando,NL,comedy|sci-fi,10854,nm0447944,actor,Hulk Hogan,suburban commando (1991),pg,1991,movie,10,90,6948859,10868,10,1,4.6,2,1.75
Mamma Mia! Here We Go Again,Uni.,comedy|romance,104638,nm0662530,actress,Lily James,mamma mia: here we go again! (2018),"","","","",114,120634935,"","","","",1,4.5
The Kid Stays in the Picture,Focus,documentary,7883,"nm0123379,nm0605137",actor,Robert Evans,kid stays in the picture  the (2002),r,2002,movie,8,93,1439232,7891,10,1,7.3,3,3.83
Fifty Shades of Grey,Uni.,drama|romance,330572,nm0853374,actress,Dakota Johnson,fifty shades of grey (2015),r,2015,movie,2,125,166167230,330860,10,1,4.2,3,1.0
The Fugitive,WB,drama,2538,"nm0000406,nm0273477",actor,Henry Fonda,fugitive  the (1947),approved,1948,movie,3,104,183875760,2542,10,1,6.3,1,3.0
Eye for an Eye,Par.,drama|thriller,18449,nm0772259,actress,Sally Field,eye for an eye (1996),r,1996,movie,1,101,26877589,18491,10,1,6.2,6,3.75
Erin Brockovich,Uni.,drama,212985,nm0001752,actress,Julia Roberts,erin brockovich (2000),r,2000,movie,3,131,125595205,213422,10,1,7.4,70,3.53
Beyond the Mat,Lions,documentary,9374,nm0087904,self,Terry Funk,beyond the mat (1999),r,2000,movie,3,102,2053648,9379,10,1,7.6,5,3.7
Below,Dim.,horror,23720,nm0878638,actor,Bruce Greenwood,below (2002),r,2002,movie,10,105,605562,23758,10,1,6.1,1,3.5
Down and Out in Beverly Hills,BV,comedy,19990,nm0005196,actor,Nick Nolte,down and out in beverly hills (1986),"","","","",103,62134225,"","","","",5,3.0
Devil,Uni.,horror|mystery|thriller,154744,nm0235719,actor,Chris Messina,devil (2010),pg-13,2010,movie,9,80,33601190,154916,10,1,6.3,2,3.25
Chairman of the Board,Trim.,comedy,6433,nm0005618,actor,Scott 'Carrot Top' Thompson,chairman of the board (1998),pg-13,1998,movie,9,95,181233,6433,10,1,2.3,1,2.0
The Meteor Man,MGM,comedy,8650,nm0870186,actor,Robert Townsend,meteor man  the (1993),pg,1993,movie,8,100,8016708,8657,10,1,5.2,1,2.5
Picture Perfect,Fox,comedy|romance,21137,nm0139111,actress,Jennifer Aniston,picture perfect (1997),pg-13,1997,movie,8,101,31407873,21162,10,1,5.5,6,2.83
What a Girl Wants,WB,comedy|drama|romance,65499,nm0330140,actress,Amanda Bynes,what a girl wants (2003),pg,2003,movie,4,105,36105433,65554,10,1,5.8,8,3.06
Bob Roberts,Par.,comedy,15479,nm0000209,actor,Tim Robbins,bob roberts (1992),"","","","",102,4479470,"","","","",17,3.35
Strictly Ballroom,Mira.,comedy|romance,28969,nm0525303,actor,Paul Mercurio,strictly ballroom (1992),pg,1993,movie,2,94,11738022,28996,10,1,7.2,22,3.66
Independence Day,Fox,action|adventure|sci-fi|thriller,596141,nm0000386,actor,Will Smith,independence day (a.k.a. id4) (1996),pg-13,1996,movie,7,145,306169268,596703,10,1,7.0,202,3.45
The Handmaiden,Magn.,drama|romance|thriller,164625,nm0661791,actress,Kim Min-hee,the handmaiden (2016),not rated,2017,movie,9,145,2006788,165167,10,1,8.1,3,2.67
Short Circuit,TriS,comedy|sci-fi,65033,nm0000824,actress,Ally Sheedy,short circuit (1986),pg,1986,movie,5,98,40697761,65120,10,1,6.6,20,3.28
The Final Countdown,MGM,action|sci-fi,26189,nm0852279,actor,Kirk Douglas,final countdown  the (1980),pg,1980,movie,8,103,16647800,26227,10,1,6.6,1,3.0
Tough Guys,BV,comedy,7716,nm0437596,actor,Burt Lancaster,tough guys (1986),pg,1986,movie,10,104,21458229,7727,10,1,6.2,3,3.0
The Devil's Rejects,Lions,action|crime|horror,104536,nm0957772,actor,Sid Haig,devil's rejects  the (2005),r,2005,movie,7,107,17044981,104637,10,1,6.7,7,3.71
Private School,Uni.,comedy,7065,nm0085457,actress,Phoebe Cates,private school (1983),r,1983,movie,7,89,14049540,7083,10,1,5.2,1,3.0
"Honey, I Shrunk the Kids",BV,adventure|children|comedy|fantasy|sci-fi,163014,nm0002653,actor,Rick Moranis,honey  i shrunk the kids (1989),pg,1989,movie,6,93,130724172,163231,10,1,6.4,68,2.76
Like Water for Chocolate,Mira.,drama|fantasy|romance,18572,nm0000778,actor,Marco Leonardi,like water for chocolate (como agua para chocolate) (1992),r,1993,movie,5,105,21665468,18594,10,1,7.1,33,3.94
Undisputed,Mira.,drama,33865,nm0001353,actor,Wesley Snipes,undisputed (2002),r,2002,movie,8,96,12764657,33895,10,1,6.1,2,2.75
Pumpkinhead,UA,horror,26878,nm0935644,actor,Lance Henriksen,pumpkinhead (1988),r,1989,movie,1,86,4385516,26989,10,1,6.2,5,2.4
Veronica Guerin,BV,crime|drama|thriller,21536,nm0001708,actress,Cate Blanchett,veronica guerin (2003),r,2003,movie,10,98,1571504,21561,10,1,6.8,2,3.0
Me and You and Everyone We Know,IFC,comedy|drama,37132,nm0432380,actor,John Hawkes,me and you and everyone we know (2005),"","","","",91,3885134,"","","","",4,3.75
For Love of the Game,Uni.,comedy|drama,36866,nm0000600,actor,Kevin Costner,for love of the game (1999),pg-13,1999,movie,9,137,35188640,36930,10,1,6.6,8,3.38
The Big Chill,Col.,comedy|drama,40396,nm0001410,actor,Tom Berenger,big chill  the (1983),r,1983,movie,9,105,56399659,40468,10,1,7.1,25,3.84
Passenger 57,WB,action|thriller,50006,nm0393661,actor,Wesley Snipes,passenger 57 (1992),r,1992,movie,11,84,44065653,50050,10,1,5.9,3,3.5
Eye of the Beholder,Dest.,thriller,15803,nm0254632,actor,Ewan McGregor,eye of the beholder (1999),r,2000,movie,1,109,16500786,15813,10,1,5.0,6,1.58
Don't Tell Mom the Babysitter's Dead,WB,comedy,36766,nm0378893,actress,Christina Applegate,don't tell mom the babysitter's dead (1991),pg-13,1991,movie,6,102,25196249,36822,10,1,6.3,13,2.35
Half Baked,Uni.,comedy,66720,nm0205542,actor,Dave Chappelle,half baked (1998),r,1998,movie,1,82,17460020,66778,10,1,6.6,16,3.59
Dolores Claiborne,Sony,drama|thriller,47183,nm0000431,actress,Kathy Bates,dolores claiborne (1995),r,1995,movie,3,132,24361867,47263,10,1,7.4,24,3.4
Ernest Scared Stupid,BV,comedy,12585,nm0156047,actor,Jim Varney,ernest scared stupid (1991),pg,1991,movie,10,91,14143280,12618,10,1,5.7,6,2.08
Double Happiness,FL,drama,1226,nm0795803,actress,Sandra Oh,double happiness (1994),pg-13,1995,movie,7,87,759393,1227,10,1,7.1,2,4.0
101 Dalmatians,Dis.,adventure|children|comedy,115643,nm0378893,actress,Glenn Close,101 dalmatians (1996),g,1996,movie,11,103,144880014,115794,10,1,5.7,47,3.07
Lawless,Wein.,crime|drama,250264,nm0384825,actor,Tom Hardy,lawless (2012),r,2012,movie,8,116,37400127,250543,10,1,7.2,4,3.63
Grand Canyon,Fox,crime|drama,16452,nm0001410,actor,Danny Glover,grand canyon (1991),"","","","",134,33243020,"","","","",8,3.19
Titan A.E.,Fox,action|adventure|animation|children|sci-fi,63218,"nm0325776,nm0089940",actor,Matt Damon,titan a.e. (2000),pg,2000,movie,6,94,22753426,63263,10,1,6.6,29,3.41
Once Upon a Time in America,WB,crime|drama,368840,nm0001466,actor,Robert De Niro,once upon a time in america (1984),r,1984,movie,6,229,5321508,369436,10,1,8.3,16,4.06
London Boulevard,IFC,crime|romance,49906,nm1184258,actor,Colin Farrell,london boulevard (2010),r,2010,movie,11,103,16075,49927,10,1,6.2,1,1.5
Zero Dark Thirty,Sony,action|drama|thriller,313616,nm0000941,actress,Jessica Chastain,zero dark thirty (2012),r,2013,movie,1,157,95720716,313987,10,1,7.4,14,4.11
Forgotten Silver,FRun,comedy|documentary,6255,"nm0090904,nm0001392",self,Peter Jackson,forgotten silver (1996),"",1997,movie,10,53,26459,6260,10,1,7.4,2,4.25
Jurassic World,Uni.,action|adventure|drama|sci-fi|thriller,667946,nm1119880,actor,Chris Pratt,jurassic world (2015),pg-13,2015,movie,6,124,652270625,668607,10,1,6.9,23,3.26
Captain America: The First Avenger,Par.,action|adventure|sci-fi|thriller|war,879809,nm0002653,actor,Chris Evans,captain america: the first avenger (2011),"","","","",124,176654505,"","","","",32,3.55
Blockers,Uni.,comedy,83437,nm0134224,actress,Leslie Mann,blockers (2018),r,2018,movie,4,102,60311495,83533,10,1,6.2,1,3.0
Encino Man,BV,comedy,44402,nm0562645,actor,Sean Astin,encino man (1992),pg,1992,movie,5,88,40693477,44453,10,1,5.8,15,2.4
Home Alone 2: Lost in New York,Fox,children|comedy,382487,nm0001060,actor,Macaulay Culkin,home alone 2: lost in new york (1992),pg,1992,movie,11,120,173585516,383290,10,1,6.8,31,2.52
Gladiator,DW,action|drama,10043,nm0380705,actor,James Marshall,gladiator (1992),r,1992,movie,3,101,187705427,10055,10,1,6.5,9,4.33
Honey,Uni.,drama|romance,46924,nm0937306,actress,Jessica Alba,honey (2003),pg-13,2003,movie,12,94,30308417,46967,10,1,5.3,3,3.0
My Science Project,BV,adventure|sci-fi,6313,nm0079471,actor,John Stockwell,my science project (1985),"","","","",94,4122748,"","","","",4,2.88
Cry-Baby,Uni.,comedy|musical|romance,63630,nm0000691,actor,Johnny Depp,cry-baby (1990),"","","","",85,8266343,"","","","",5,3.8
The Sisterhood of the Traveling Pants,WB,adventure|comedy|drama,63957,nm0477129,actress,Amber Tamblyn,sisterhood of the traveling pants  the (2005),pg,2005,movie,6,119,39053061,64029,10,1,6.5,7,3.07
The Void,Scre.,horror,40285,"nm2860882,nm2725627",actor,Aaron Poole,the void (2016),not rated,2017,movie,4,90,151042,40386,10,1,5.9,1,1.5
Genghis Blues,Roxie,documentary,1417,nm0067861,archive_footage,Richard Feynman,genghis blues (1999),not rated,1999,movie,10,88,374550,1419,10,1,7.8,1,3.5
Bowling for Columbine,UA,documentary,147560,nm0601619,self,Michael Moore,bowling for columbine (2002),r,2002,movie,11,120,21576018,147641,10,1,8.0,58,3.78
Heartburn,Par.,comedy|drama,12175,nm0001566,actress,Meryl Streep,heartburn (1986),r,1986,movie,7,108,25314189,12202,10,1,6.1,1,1.0
Subway,IsAl,crime|drama|romance|thriller,15990,nm0000108,actor,Christopher Lambert,subway (1985),r,1985,movie,11,104,390659,16004,10,1,6.5,2,3.5
Madeline,Sony,children|comedy,7910,nm0902939,actress,Frances McDormand,madeline (1998),pg,1998,movie,7,88,29967750,7918,10,1,6.0,5,2.5
Moon,SPC,drama|mystery|sci-fi|thriller,371162,nm1512910,actor,Sam Rockwell,moon (2009),r,2009,movie,7,97,5010163,371512,10,1,7.8,32,3.97
The Best Man,Uni.,comedy|drama|romance,444,nm0002194,actor,Diego Abatantuono,best man  the (testimone dello sposo  il) (1998),pg,1998,movie,8,101,34102780,445,10,1,6.1,1,4.0
Kick-Ass,LGF,action|comedy,583822,nm0891216,actor,Aaron Taylor-Johnson,kick-ass (2010),r,2010,movie,4,117,48071303,584306,10,1,7.6,43,3.65
The Last Unicorn,JenF,animation|children|fantasy,28704,"nm0060072,nm0710230",actor,Jeff Bridges,last unicorn  the (1982),g,1982,movie,11,92,6455330,28761,10,1,7.3,4,3.38
Whiskey Tango Foxtrot,Par.,comedy|war,54769,"nm0275629,nm0720135",actress,Tina Fey,whiskey tango foxtrot (2016),"","","","",112,23083334,"","","","",3,3.33
A Room with a View,Cinc,drama|romance,46711,nm0412465,actress,Maggie Smith,room with a view  a (1986),"","","","",117,20966644,"","","","",17,3.71
Talent for the Game,Par.,drama,977,nm0950001,actor,Edward James Olmos,talent for the game (1991),pg,1991,movie,6,91,336396,978,10,1,6.0,1,4.0
Mary Poppins,Dis.,children|comedy|fantasy|musical,181639,nm0829038,actress,Julie Andrews,mary poppins (1964),g,1965,movie,6,139,102272727,181903,10,1,7.8,71,3.89
Mystery Men,Uni.,action|comedy|fantasy,69762,nm0882330,actor,Ben Stiller,mystery men (1999),pg-13,1999,movie,8,121,29762011,69816,10,1,6.1,39,3.09
Hollow Man,Sony,horror|sci-fi|thriller,136298,nm0000682,actor,Kevin Bacon,hollow man (2000),r,2000,movie,8,112,73209340,136420,10,1,5.8,39,2.29
Can't Buy Me Love,BV,comedy|romance,40750,nm0711114,actor,Patrick Dempsey,can't buy me love (1987),"","","","",94,31623833,"","","","",4,3.25
On the Ropes,Wells,documentary|drama,478,"nm0123379,nm0605137",actress,Sam Doumit,on the ropes (1999),"",1999,movie,1,94,46737,478,10,1,7.3,1,5.0
Maria Full of Grace,FL,crime|drama,35871,nm0551358,actress,Catalina Sandino Moreno,maria full of grace (maria  llena eres de gracia) (2004),r,2004,movie,8,101,6529624,35888,10,1,7.4,8,3.94
Halloween 4: The Return of Michael Myers,Gal.,horror,57527,nm0514546,actor,Donald Pleasence,halloween 4: the return of michael myers (1988),r,1988,movie,10,88,17768757,57706,10,1,5.8,1,2.0
Sidekicks,Triu,action|adventure|children|comedy,9567,nm0635760,actor,Chuck Norris,sidekicks (1992),pg,1993,movie,4,101,17180393,9576,10,1,5.1,2,1.5
Another Gay Movie,TLA,comedy,9357,nm0827171,actor,Michael Carbonaro,another gay movie (2006),not rated,2007,movie,5,92,654132,9365,10,1,5.0,1,3.5
The Change-Up,Uni.,comedy,191825,nm0229694,actor,Jason Bateman,change-up  the (2011),"","","","",112,37081475,"","","","",10,2.85
Pacific Rim,WB,action|adventure|sci-fi|imax,521081,nm0868219,actor,Idris Elba,pacific rim (2013),"","","","",131,101802906,"","","","",14,3.61
Planes: Fire & Rescue,BV,adventure|animation|comedy,19352,nm0304432,actor,Dane Cook,planes: fire & rescue (2014),pg,2014,movie,7,83,59165787,19387,10,1,5.9,2,2.25
Billy Bathgate,BV,crime|drama,12577,nm0000914,actor,Dustin Hoffman,billy bathgate (1991),r,1991,movie,11,106,15565363,12592,10,1,5.9,1,2.0
The Way,PDA,adventure|comedy|drama,34665,nm0000389,actor,Martin Sheen,the way (2010),"","","","",123,4430765,"","","","",2,3.5
The Artist,Wein.,comedy|drama|romance,246582,nm0371890,actor,Jean Dujardin,the artist (2011),pg-13,2012,movie,1,100,44671682,246715,10,1,7.9,11,4.05
Braddock: Missing in Action III,Can.,action|war,6983,nm0635760,actor,Chuck Norris,braddock: missing in action iii (1988),r,1988,movie,1,103,6193901,6997,10,1,4.8,2,1.25
From Hell,Fox,crime|horror|mystery|thriller,162018,"nm0400436,nm0400441",actor,Johnny Depp,from hell (2001),r,2001,movie,10,122,31602566,162232,10,1,6.7,20,3.65
Demolition,FoxS,drama,107404,nm0885249,actor,Jake Gyllenhaal,demolition (2016),r,2016,movie,4,101,1978592,107663,10,1,7.0,4,3.13
Ghost in the Shell,Palm,action|drama|sci-fi,224190,nm2782185,actress,Scarlett Johansson,ghost in the shell (2017),pg-13,2017,movie,3,107,515905,224421,10,1,6.3,2,3.75
The Limey,Art.,crime|drama|thriller,34226,nm0001752,actor,Terence Stamp,limey  the (1999),r,1999,movie,8,89,3204663,34261,10,1,6.9,14,3.89
Smilla's Sense of Snow,FoxS,drama|thriller,14955,nm0000806,actress,Julia Ormond,smilla's sense of snow (1997),r,1997,movie,2,121,2372903,14968,10,1,6.3,11,3.36
Percy Jackson: Sea of Monsters,Fox,adventure|children|fantasy,123237,nm0294457,actor,Logan Lerman,percy jackson: sea of monsters (2013),pg,2013,movie,8,106,68559554,123365,10,1,5.7,2,1.75
The Crew,BV,comedy,6637,nm0227781,actor,Richard Dreyfuss,crew  the (2000),pg-13,2000,movie,8,88,13023075,6637,10,1,5.6,3,1.5
Up,BV,adventure|animation|children|drama,1096359,"nm0230032,nm0677037",actor,Edward Asner,up (2009),pg,2009,movie,5,96,293004164,1098199,10,1,8.3,105,4.0
Clerks,Mira.,comedy,229566,nm0003620,actor,Brian O'Halloran,clerks (1994),"","","","",92,3151130,"","","","",104,3.86
Jurassic Park,Uni.,action|adventure|sci-fi|thriller,1040169,nm0000229,actor,Sam Neill,jurassic park (1993),"","","","",127,402828120,"","","","",238,3.75
Big Daddy,Sony,comedy,229275,nm0240797,actor,Adam Sandler,big daddy (1999),pg-13,1999,movie,6,93,163479795,229582,10,1,6.4,48,3.2
Neon Bull,KL,adventure,3414,nm3486709,actor,Juliano Cazarré,neon bull (2015),unrated,2016,movie,1,101,26734,3418,10,1,6.8,1,3.5
Psycho II,Uni.,horror|mystery|thriller,30157,nm0002207,actor,Anthony Perkins,psycho ii (1983),r,1983,movie,6,113,34725000,30267,10,1,6.6,4,2.5
Glory Daze,7Art,drama,3699,nm0929186,actor,Ben Affleck,glory daze (1995),r,1996,movie,9,100,15134,3704,10,1,5.6,1,4.0
The Secret of Roan Inish,First,children|drama|fantasy|mystery,9687,nm0000626,actress,Jeni Courtney,secret of roan inish  the (1994),pg,1995,movie,2,103,6159269,9702,10,1,7.4,16,3.75
Jack,BV,comedy|drama,62922,nm0000338,actor,Robin Williams,jack (1996),pg-13,1996,movie,8,113,58620973,62985,10,1,5.8,19,3.16
Life of Pi,Fox,adventure|drama|imax,655027,nm0000487,actor,Suraj Sharma,life of pi (2012),pg,2012,movie,11,127,124987023,655633,10,1,7.9,31,3.63
